date,headline,snippet,url
2020-01-20,Amy Klobuchar and Elizabeth Warren Are Democrats’ Top Choices for President,"In 2020, both the radical and the realist models warrant serious consideration.",https://www.nytimes.com/interactive/2020/01/19/opinion/amy-klobuchar-elizabeth-warren-nytimes-endorsement.html
2020-01-20,New York Times Editorial Board Endorses Amy Klobuchar and Elizabeth Warren,The decision to endorse two candidates was a significant break with convention. The board said it reflected the Democratic Party’s “radical” and “realist” models.,https://www.nytimes.com/2020/01/19/us/politics/amy-klobuchar-elizabeth-warren-new-york-times-endorsement.html
2020-01-20,What We Learned in the N.F.L.’s Conference Championships,The Chiefs came back to beat the Titans and the 49ers crushed the Packers. The matchup is set for Super Bowl LIV.,https://www.nytimes.com/2020/01/20/sports/football/49ers-chiefs-super-bowl.html
2020-01-20,Quotation of the Day: Democratic Candidates Struggle to Win the Trust of Black Voters,"Quotation of the Day for Monday, January 20, 2020.",https://www.nytimes.com/2020/01/20/todayspaper/quotation-of-the-day-democratic-candidates-struggle-to-win-the-trust-of-black-voters.html
2020-01-20,"No Corrections: Jan. 20, 2020","No corrections appeared in print on Monday, Jan. 20, 2020.",https://www.nytimes.com/2020/01/20/pageoneplus/no-corrections-jan-20-2020.html
2020-01-20,"Libya, Harry and Meghan, SpaceX: Your Monday Briefing",Here’s what you need to know.,https://www.nytimes.com/2020/01/20/briefing/libya-harry-meghan-spacex.html
2020-01-20,What’s on TV Monday: ‘Honeyland’ and ‘Accept the Call’,A Sundance favorite comes to Hulu. And a new documentary is on PBS.,https://www.nytimes.com/2020/01/20/arts/television/whats-on-tv-monday-honeyland-and-accept-the-call.html
2020-01-20,N.B.A. Midseason Power Rankings: The Clippers Have Room to Improve,"Their two stars, Paul George and Kawhi Leonard, have played just 18 games together.",https://www.nytimes.com/2020/01/20/sports/basketball/nba-power-rankings.html
2020-01-20,"A New Player at Sundance, Backed by Laurene Powell Jobs","One-fourth of the documentaries in the Sundance Film Festival’s competition for American nonfiction films come from the same upstart company, Concordia Studio.",https://www.nytimes.com/2020/01/20/business/media/sundance-festival-concordia.html
2020-01-20,‘We’ve Got to Change This’: Has Dixie Highway Reached the End of the Road?,"In South Florida, leaders are discussing whether to change the name of Dixie Highway, which some say glorifies the nation’s racist history.",https://www.nytimes.com/2020/01/20/us/dixie-highway-change-florida.html
2020-01-20,"With Impeachment in the News, Ads Are Staying Away From Politics","A desire not to offend potential customers in a divided nation, as well as wariness of President Trump’s Twitter account, means fewer topical ads.",https://www.nytimes.com/2020/01/20/business/media/politics-trump-advertising-2020.html
2020-01-20,Rural Montana Had Already Lost Too Many Native Women. Then Selena Disappeared.,"For decades, with little public notice, Native women have gone missing or been found murdered. The search for Selena Not Afraid showed how much things had changed.",https://www.nytimes.com/2020/01/20/us/selena-not-afraid-missing-montana.html
2020-01-20,"His Mother Worked to Find Him Love Despite War, Blindness and Loss",The war in Afghanistan has taken so much from the poet Zaheer Ahmad Zindani. His mother was determined to ensure it wouldn’t take his chance to marry.,https://www.nytimes.com/2020/01/20/world/asia/afghanistan-war-marriage-blindness.html
2020-01-20,How Much Racism Do You Face Every Day?,"To see how your experience compares, answer some of the questions that were posed to 101 black teenagers as part of a study measuring the racism they face on a daily basis.",https://www.nytimes.com/interactive/2020/us/racism-african-americans-quiz.html
2020-01-20,ISIS Wife’s Return to Norway Divides Government,"A woman and her children were retrieved from a detention camp in Syria, spurring debate at home after she was charged with being part of a terrorist organization.",https://www.nytimes.com/2020/01/20/world/europe/isis-norway.html
2020-01-20,Pablo Neruda Saved Thousands of War Refugees. Isabel Allende Imagines Two of Them.,"Based on true events around the Spanish Civil War, Allende’s novel “A Long Petal of the Sea” explores the lives of exiles.",https://www.nytimes.com/2020/01/20/books/review/a-long-petal-of-the-sea-isabel-allende.html
2020-01-20,1945: Court in Paris Sentences Writer to Death,"Robert Brasillach, a French poet and author, was condemned by the Special Court of Justice for treason and intelligence with the enemy during World War II.",https://www.nytimes.com/2020/01/20/world/europe/robert-brasillach-death-sentence.html
2020-01-20,Eating More Vegetables Did Not Affect Prostate Cancer Progression,Men with early stage prostate cancer did not show benefits from a vegetable-rich diet.,https://www.nytimes.com/2020/01/20/well/eat/eating-more-vegetables-did-not-affect-prostate-cancer-progression.html
2020-01-20,Unmasking a Company That Wants to Unmask Us All,"I reported on an app, created by the company Clearview AI, that can identify people in seconds using a trove of photos collected from across the web.",https://www.nytimes.com/2020/01/20/reader-center/insider-clearview-ai.html
2020-01-20,"Lessons for Americans, From a Chinese Classroom","Observing how Chinese 2- and 3-year-olds navigated a second language, I wondered whether I could have done this for my children.",https://www.nytimes.com/2020/01/20/well/family/bilingual-toddlers-china-learning-english.html
2020-01-20,Nobody Cared When Nashville Drowned,A new exhibit marks the 10th anniversary of a national disaster the nation ignored.,https://www.nytimes.com/2020/01/20/opinion/2010-nashville-flood.html
2020-01-20,"When Life Throws You Curveballs, Embrace the ‘New Normal’","For patients with life-altering illnesses or anyone just getting older, it helps to roll with the punches and make the best of the here and now.",https://www.nytimes.com/2020/01/20/well/live/when-life-throws-you-curveballs-embrace-the-new-normal.html
2020-01-20,Climate Change Takes Center Stage in Davos,"With businesses under pressure to act, solutions are emerging, but not fast enough, some participants fear.",https://www.nytimes.com/2020/01/20/business/energy-environment/davos-climate-change.html
2020-01-20,We Should Have Bought the DVDs,"It’s 2022. I don’t know if I’ll ever own a house, but I can own my favorite television shows in their entirety.",https://www.nytimes.com/2020/01/20/opinion/future-dvds-streaming.html
2020-01-20,Inside Prada’s Pop-Up Private Club,The hottest trend in fashion doesn’t have anything to do with product.,https://www.nytimes.com/2020/01/20/style/prada-private-club-paris-couture-week.html
2020-01-20,We’re Banning Facial Recognition. We’re Missing the Point.,"The whole point of modern surveillance is to treat people differently, and facial recognition technologies are only a small part of that.",https://www.nytimes.com/2020/01/20/opinion/facial-recognition-ban-privacy.html
2020-01-20,"It’s Fish vs. Dams, and the Dams Are Winning","Thousands of dams across New York, many abandoned, are blocking fish migrations. A movement to remove them is growing.",https://www.nytimes.com/2020/01/20/nyregion/its-fish-vs-dams-and-the-dams-are-winning.html
2020-01-20,"Amid Tight Security, Virginia Gun Rally Draws Thousands of Supporters","Some 22,000 people, many of them armed, flooded the streets around the State Capitol to protest gun control proposals from the new Democratic majority.",https://www.nytimes.com/2020/01/20/us/virginia-gun-rally.html
2020-01-20,What Do Swing Voters Think? Meet @American__Voter,Only 23 percent of adult citizens are either all liberal or all conservative across seven major issues.,https://www.nytimes.com/2020/01/20/opinion/twitter-democratic-debate.html
2020-01-20,The Wrong Track for Confronting Iran,The Arab Middle East is far too weakened and divided to support a Trump administration strategy for containing the Islamic republic’s ambitions.,https://www.nytimes.com/2020/01/20/opinion/iran-trump.html
2020-01-20,Childhood Obesity Is a Major Problem. Research Isn’t Helping.,Something is missing with many study methods.,https://www.nytimes.com/2020/01/20/upshot/childhood-obesity-research.html
2020-01-20,Trump’s China Deal Creates Collateral Damage for Tech Firms,Micron secured some gains from the China deal but it may end up suffering bigger losses from the broader U.S.-China battle.,https://www.nytimes.com/2020/01/20/business/economy/trump-us-china-deal-micron-trade-war.html
2020-01-20,Ella Baker’s Legacy Runs Deep. Know Her Name.,Her fighting spirit lives on in today’s social movements.,https://www.nytimes.com/2020/01/20/opinion/martin-luther-king-ella-baker.html
2020-01-20,France’s Unofficial Minister for Fashion Isn’t Afraid of a Redesign,"First, Brune Poirson spearheaded a law banning destruction of unsold goods. Now she’s part of the team taking on the “handbag war.”",https://www.nytimes.com/2020/01/20/style/brune-poirson-fashion-france.html
2020-01-20,The Perils of Renovating if You Rent,"A woodworker spent six years turning his apartment into ‘a delightful, strange, kooky space.’ Then his landlord nearly doubled the rent.",https://www.nytimes.com/2020/01/20/realestate/the-perils-of-renovating-if-you-rent.html
2020-01-20,Caneel Bay: Why a Caribbean Paradise Remains in Ruins,"Two years after back-to-back hurricanes struck St. John, the famed Caneel Bay Resort has not reopened. The storms’ lingering aftermath laid bare the eco-resort’s long-festering problems.",https://www.nytimes.com/2020/01/20/travel/st-john-caneel-bay-resort.html
2020-01-20,The Neighborhoods We Will Not Share,Persistent housing segregation lies at the root of many of our society’s problems. Trump wants to make it worse.,https://www.nytimes.com/2020/01/20/opinion/fair-housing-act-trump.html
2020-01-20,"Democrats, China Virus, Australian Open: Your Monday Briefing",Here's what you need to know.,https://www.nytimes.com/2020/01/20/briefing/democrats-china-virus-australian-open.html
2020-01-20,China Confirms New Coronavirus Spreads From Humans to Humans,"A top Chinese government-appointed expert says a mysterious respiratory illness that has killed at least four people can be transmitted by humans, heightening concern about the outbreak.",https://www.nytimes.com/2020/01/20/world/asia/coronavirus-china-symptoms.html
2020-01-20,How Boeing’s Responsibility in a Deadly Crash ‘Got Buried’,A study that blasted Boeing after a 2009 accident was never made public. Other criticisms were tempered by investigators after the company and U.S. safety officials objected.,https://www.nytimes.com/2020/01/20/business/boeing-737-accidents.html
2020-01-20,India Targets Jeff Bezos Over Amazon and Washington Post,"Like Trump, India is pressuring both of Mr. Bezos’ businesses as its leaders become more nationalistic toward foreign companies and news media.",https://www.nytimes.com/2020/01/20/technology/india-amazon-bezos-washington-post.html
2020-01-20,"Australia’s Wild Weather: First Fires, Now Baseball-Size Hail","Severe heat and dry skies have given way to strong thunderstorms in the country’s southeast, where giant hailstones destroyed cars.",https://www.nytimes.com/2020/01/20/world/australia/weather-hail-sydney-canberra.html
2020-01-20,The Kansas City Chiefs Waited 50 Years for This Super Bowl Date,"In their last appearance, in 1970, they defeated the Minnesota Vikings. Then came a long drought noted by a lonely stadium flag.",https://www.nytimes.com/2020/01/20/sports/football/titans-chiefs-score-playoff.html
2020-01-20,The 49ers Run (and Run and Run) Over Green Bay and Into the Super Bowl,"Playing in a stadium abounding with warm memories, San Francisco will seek to join New England and Pittsburgh as the only franchises to win six Super Bowl titles.",https://www.nytimes.com/2020/01/20/sports/football/packers-49ers-score-playoff.html
2020-01-20,Tony Hall to Step Down as BBC Chief,The director general’s decision comes amid questions over a gender pay gap and political bias.,https://www.nytimes.com/2020/01/20/business/media/bbc-tony-hall.html
2020-01-20,Iris Van Herpen: Spring 2020,See the looks from the Iris Van Herpen: Spring 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/20/fashion/runway-couture/iris-van-herpen-spring-2020.html
2020-01-20,"Putin Outlines Political Overhaul, Including Possible Post for Himself","By proposing to empower a toothless advisory body, President Vladimir V. Putin set off new speculation about his long-term plans.",https://www.nytimes.com/2020/01/20/world/europe/Russia-prosecutor-Chaika-Putin.html
2020-01-20,Fighters of All Kinds Want a Piece of Conor McGregor,"Almost as quickly as McGregor dropped Donald Cerrone at U.F.C. 246, opponents lined up to be the next to face the Irish superstar.",https://www.nytimes.com/2020/01/20/sports/conor-mcgregor-ufc-boxing.html
2020-01-20,"Coco Gauff Vaults From Obscurity to Stardom, but Result Is the Same","Sudden fame and high expectations have not slowed Gauff, who again defeated Venus Williams in the first round of a Grand Slam, about six months after doing it as a little-known qualifier.",https://www.nytimes.com/2020/01/20/sports/tennis/coco-gauff-venus-williams.html
2020-01-20,"Extradition Hearings Begin for Meng Wanzhou, Huawei Officer Held in Canada","A Chinese executive wanted by the U.S. may be passing her days in a Vancouver mansion, but friends say she is “trapped” in a gilded cage.",https://www.nytimes.com/2020/01/20/world/canada/meng-wanzhou-huawei-detention-vancouver.html
2020-01-20,What You Get for $2.9 Million in California,"An Arts and Crafts bungalow in Burlingame, a midcentury-modern home in Ojai and a Richard Neutra house in Los Angeles.",https://www.nytimes.com/slideshow/2020/01/20/realestate/what-you-get-for-2-9-million-in-california.html
2020-01-20,$2.9 Million Homes in California,"An Arts and Crafts bungalow in Burlingame, a midcentury-modern home in Ojai and a Richard Neutra house in Encino with breathtaking mountain views.",https://www.nytimes.com/2020/01/20/realestate/2-9-million-homes-in-california.html
2020-01-20,Kansas City Shooting Leaves 2 Dead and at Least 15 Wounded,"Hours after the Kansas City Chiefs clinched a spot in the Super Bowl, shots erupted outside a club near the stadium.",https://www.nytimes.com/2020/01/20/us/kansas-city-shooting.html
2020-01-20,"Justice, Weaponized",Even more grounds for impeachment.,https://www.nytimes.com/2020/01/20/opinion/trump-impeachment-comey.html
2020-01-20,The Impact of Love,"Cook and practice love: Make a spanakopita-style baked pasta, chicken soup with hominy and poblano, or cheesy cornbread muffins.",https://www.nytimes.com/2020/01/20/dining/the-impact-of-love.html
2020-01-20,"On King Holiday, 2020 Democrats March Arm in Arm to Honor His Legacy","Most of the leading Democratic presidential hopefuls took part in speeches, a march and a rally in the state capital, before heading to an Iowa forum focused on minority communities.",https://www.nytimes.com/2020/01/20/us/politics/democratic-candidates-mlk-day.html
2020-01-20,Dior: Spring 2020,See the looks from the Dior: Spring 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/20/fashion/runway-couture/dior-spring-2020.html
2020-01-20,China Says It Will Ban Plastics That Pollute Its Land and Water,"Though likely to be welcomed by many Chinese who worry about pollution, the measures could be a hard sell for a society used to convenience.",https://www.nytimes.com/2020/01/20/world/asia/china-plastic.html
2020-01-20,Heron Preston: Fall 2020,See the looks from the Heron Preston: Fall 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/20/fashion/runway-mens/heron-preston-fall-2020.html
2020-01-20,When Bernie Sanders Came to Visit,"Senator Sanders’s visit to the editorial board, and their subsequent deliberation today on “The Choice” podcast.",https://www.nytimes.com/2020/01/20/opinion/editorials/choice-podcast-sanders-endorsement.html
2020-01-20,McConnell Pushes to Speed Impeachment Trial as Trump Requests Swift Acquittal,"On Monday, the president’s lawyers asserted he did nothing wrong and urged the Senate to “swiftly reject” the charges against him.",https://www.nytimes.com/2020/01/20/us/politics/mcconnell-pushes-to-speed-impeachment-trial-as-trump-requests-swift-acquittal.html
2020-01-20,Pig Pushed Off a Bungee Jump Tower Causes Outrage in China,"The incensed public response reflected an increasing activism around animal rights, a relatively new movement in China.",https://www.nytimes.com/2020/01/20/world/europe/pig-china-bungee-jump.html
2020-01-20,Do Electronic Records Help or Hinder Patient Care?,Four doctors offer their views.,https://www.nytimes.com/2020/01/20/opinion/letters/electronic-medical-records.html
2020-01-20,The Olympics Want Tiger Woods. He Wants to Go. But There’s a Catch.,"Golf was restored to the Games, in part, to forge an association with stars like Woods. But with a few months left to qualify, he is on the outside looking in.",https://www.nytimes.com/2020/01/20/sports/golf/tiger-woods-Olympics.html
2020-01-20,A Closer Look at Schiaparelli’s Surrealist Couture Jewelry,"Daniel Roseberry revisited many of the house’s iconic motifs this season, including an eye designed by the writer and artist Jean Cocteau.",https://www.nytimes.com/2020/01/20/t-magazine/schiaparelli-couture-jewelry.html
2020-01-20,Review: Bess Myerson’s ‘Ugly Daughter’ Recalls Miss America Dearest,"Barra Grant’s autobiographical solo play plumbs her fraught relationship with her mother, the famous politician and beauty queen Bess Myerson.",https://www.nytimes.com/2020/01/20/theater/miss-america-ugly-daughter-review.html
2020-01-20,Serbia-Kosovo Flights to Resume Under U.S.-Brokered Deal,"It takes more than five hours to drive between the capitals of the two countries, but only 25 minutes to fly. A deal on flights is seen as a step toward détente between the neighbors.",https://www.nytimes.com/2020/01/20/world/europe/serbia-kosovo-flights-resume.html
2020-01-20,What Winter Jazzfest Says About Where the Music Is Going in 2020,"New York’s most buzzed-about jazz event put a spotlight on innovative vocalists, the power of local scenes and older artists discovering new paths forward.",https://www.nytimes.com/2020/01/20/arts/music/winter-jazzfest.html
2020-01-20,Mac Miller and Jon Brion Had a Vision. It Almost Came True.,"After the rapper’s sudden death in 2018, the producer did his best to “get out of the way” of recordings that represented a bracing left turn for a still-evolving artist.",https://www.nytimes.com/2020/01/20/arts/music/mac-miller-jon-brion-circles.html
2020-01-20,"Decades After Two Murders, an Appalachian Town Grapples With the Crimes","In “The Third Rainbow Girl,” Emma Copley Eisenberg investigates the 1980 killings of two women hitchhiking to a festival in West Virginia.",https://www.nytimes.com/2020/01/20/books/review/third-rainbow-girl-emma-copley-eisenberg.html
2020-01-20,Harvey Weinstein’s Dark Days,"As his trial begins, he’s hobbled and “terrified.” His accusers say he deserves his misfortune for his treatment of women.",https://www.nytimes.com/2020/01/20/nyregion/harvey-weinstein-trial.html
2020-01-20,"For 13 Years, He Has Humanized the Villain of ‘Oklahoma!’","Patrick Vaill took his final Broadway bow as Jud Fry, after performing in Daniel Fish’s production of the musical since college.",https://www.nytimes.com/2020/01/20/theater/patrick-vaill-oklahoma-broadway.html
2020-01-20,Giambattista Valli: Spring 2020,See the looks from the Giambattista Valli: Spring 2020 Collection.,https://www.nytimes.com/slideshow/2020/01/20/fashion/runway-couture/giambattista-valli-spring-2020.html
2020-01-20,Conservative States Seek Billions to Brace for Disaster. (Just Don’t Call It Climate Change.),A Trump administration program  to help states prepare for  natural disasters has become a window into the tortured political language of talking about climate change.,https://www.nytimes.com/2020/01/20/climate/climate-change-funding-states.html
2020-01-20,Union Leader Emerges as Public Face of French Strike,Philippe Martinez has used the strike to revive his moribund movement and rise as a visible counterpoint to President Emmanuel Macron.,https://www.nytimes.com/2020/01/20/world/europe/france-strike-martinez.html
2020-01-20,How Technology Saved China’s Economy,"To outsiders, China may seem like a surveillance state. But tech has fueled growth and helped stave off recession.",https://www.nytimes.com/2020/01/20/opinion/china-technology-economy.html
2020-01-20,Video Reveals Unused Earthquake Aid in Puerto Rico: ‘We Are Outraged’,"The governor dismissed three members of her cabinet, but some Puerto Ricans still took to the streets in protest.",https://www.nytimes.com/2020/01/20/us/puerto-rico-protests-emergency-supplies.html
2020-01-20,"Chinese Virus, Boeing, Australia Weather: Your Tuesday Briefing",Here’s what you need to know.,https://www.nytimes.com/2020/01/20/briefing/chinese-virus-boeing-australia-hail.html
2020-01-20,Psychologist Who Waterboarded for C.I.A. to Testify at Guantánamo,James Mitchell will be the first witness to describe the torture of detainees in the secret prisons — some at his own hands — in the trial of the men accused of plotting the Sept. 11 attacks.,https://www.nytimes.com/2020/01/20/us/politics/911-trial-psychologists.html
2020-01-20,"3 Organizers for 3 Candidates, Under One Roof: This Is Campaigning in Iowa","The candidates may be getting a bit testy, but organizers for three Democratic presidential campaigns amicably share a farmhouse that reflects Iowa’s culture of grass-roots politics.",https://www.nytimes.com/2020/01/20/us/politics/iowa-caucus-democratic-organizers.html
2020-01-20,"‘A Long Petal of the Sea,’ by Isabel Allende: An Excerpt","An excerpt from “A Long Petal of the Sea,” by Isabel Allende",https://www.nytimes.com/2020/01/20/books/review/a-long-petal-of-the-sea-by-isabel-allende-an-excerpt.html
2020-01-20,"‘American Dirt,’ by Jeanine Cummins: An Excerpt","An excerpt from “American Dirt,” by Jeanine Cummins",https://www.nytimes.com/2020/01/20/books/review/american-dirt-by-jeanine-cummins-an-excerpt.html
2020-01-20,The Davos Plutocrats Warm Up to Trump,"C.E.O.s have come to accept the president, in spite of his populist views and governance-by-Twitter style. Tax cuts and a record stock market speak volumes.",https://www.nytimes.com/2020/01/20/business/dealbook/donald-trump-davos.html
2020-01-20,Organize Your Fridge (and Keep It Neat),"A handful of simple items can help you organize your fridge the way the pros do, to avoid wasting both food and time.",https://www.nytimes.com/2020/01/20/smarter-living/wirecutter/organize-your-fridge-and-keep-it-neat.html
2020-01-20,"David Olney, 71, Singer-Songwriter, Dies Onstage","He wasn’t as famous as those who sang his songs, but he was revered by them. After apparently suffering a heart attack, mid-song, he stopped and said, “I’m sorry.”",https://www.nytimes.com/2020/01/20/arts/music/david-olney-dead.html
2020-01-20,Inside Judy Chicago’s Monumental Goddess Sculpture for Dior,"The pioneering artist discusses “The Female Divine,” the vast immersive work she created for the French house’s latest couture show.",https://www.nytimes.com/2020/01/20/t-magazine/dior-judy-chicago.html
2020-01-20,La Liga Chief Claims Saudi Arabia Is Using Sports to ‘Whitewash’ Reputation,"The pointed criticism from Javier Tebas came days after four Spanish teams played a tournament in the kingdom, which has been accused of allowing the piracy of La Liga’s broadcast rights.",https://www.nytimes.com/2020/01/20/sports/soccer/spain-soccer-saudi-arabia.html
2020-01-20,‘You Picked Two!’: Parsing the Klobuchar-Warren Endorsement,Readers react to The Times’s unusual decision to endorse two candidates.,https://www.nytimes.com/2020/01/20/opinion/letters/klobuchar-warren-democrats-endorsement.html
2020-01-20,"The Royals Are Coming to Canada, but Where Will They Live?","As speculation grows over where Prince Harry and Meghan will make their home in Canada, so does concern over who will pay their costs.",https://www.nytimes.com/2020/01/20/world/canada/harry-meghan-markle-canada.html
2020-01-20,"Virginia, Davos, Coco Gauff: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,https://www.nytimes.com/2020/01/20/briefing/virginia-davos-coco-gauff.html
2020-01-20,Lev Parnas Asks Barr to Recuse Himself From Criminal Case,"A lawyer for Mr. Parnas, who is facing campaign finance charges, argued that Mr. Barr had too many conflicts of interest to oversee his prosecution.",https://www.nytimes.com/2020/01/20/nyregion/lev-parnas-impeachment-william-barr.html
2020-01-20,‘Constitutional Nonsense’: Trump’s Impeachment Defense Defies Legal Consensus,The president’s legal case would negate any need for witnesses. But constitutional scholars say that it’s wrong.,https://www.nytimes.com/2020/01/20/us/politics/trump-impeachment-legal-defense.html
2020-01-21,"Biden, Sanders, Social Security and Smears","Lying about a rival is bad, even if you don’t like his past positions.",https://www.nytimes.com/2020/01/20/opinion/biden-sanders-social-security.html
2020-01-21,Mysterious Fire and Death of Charity Leader Rattle a Brooklyn Block,"L. Antonio Litman, who recently bought hoverboards for children in the neighborhood, was found dead after an overnight blaze at his home.",https://www.nytimes.com/2020/01/20/nyregion/brooklyn-fire-l-antonio-litman.html
2020-01-21,Trial Memorandum of President Trump,Lawyers for President Trump filed the memo on Monday.,https://www.nytimes.com/2020/01/20/us/trial-memorandum-of-president-trump.html
2020-01-21,Uber Sells Food Delivery Business in India,"The ride-hailing giant agreed to sell Uber Eats in India to rival Zomato, continuing its recent efforts to exit money-losing businesses.",https://www.nytimes.com/2020/01/20/technology/uber-eats-zomato.html
2020-01-21,They Quit This Assignment,An editor gets ghosted.,https://www.nytimes.com/2020/01/20/style/quit-this-assignment.html
2020-01-21,I Quit a Famous Rock Band,Steve Gorman played drums in the Black Crowes from 1987 to 2001. Then again from 2005 to 2014.,https://www.nytimes.com/2020/01/20/style/steve-gorman-black-crowes.html
2020-01-21,"I Quit Friendships, Regularly",Telling someone you don’t want to be friends anymore can be awkward. So don’t tell them.,https://www.nytimes.com/2020/01/20/style/quit-friendship.html
2020-01-21,I Quit New York,"Cameron Carling, 38, left to pursue a dream life in Costa Rica. Then he quit that, too.",https://www.nytimes.com/2020/01/20/style/quit-new-york.html
2020-01-21,I Quit Giving a Damn,And it’s not just me. These days not caring has become its own industry.,https://www.nytimes.com/2020/01/20/style/stop-giving-a-damn.html
2020-01-21,I Quit My Smartphone,Thanks to the Allen Carr technique for quitting smoking.,https://www.nytimes.com/2020/01/20/style/quit-smartphone.html
2020-01-21,I Quit My Job After a Particularly Good Beach Day,"And as a woman of color, that meant reclaiming my self-esteem and unlocking a world of possibility.",https://www.nytimes.com/2020/01/20/style/quit-job.html
2020-01-21,I Quit Buying Things,"John Michael Hogue, a 23-year-old from Chicago, felt conflicted by consumerism, so he took a leap of faith.",https://www.nytimes.com/2020/01/20/style/quit-buying-things.html
2020-01-21,I Quit the Act of Quitting,Sometimes there’s nothing more satisfying than not saying no.,https://www.nytimes.com/2020/01/20/style/quit-quitting.html
2020-01-21,I Quit My On-Demand Laundry Service,"In my study of time, I realized that these so-called conveniences were not actually saving me any.",https://www.nytimes.com/2020/01/20/style/quit-convenience-culture.html
2020-01-21,I Quit the Presidential Campaign,Marianne Williamson joined the presidential campaign in January 2019. One year later she left it.,https://www.nytimes.com/2020/01/20/style/marianne-williamson-presidential-race.html
2020-01-21,I Quit Dating Entirely,"Mae-sa Dixon, 35, swore off sex seven years ago. She says she’s never been happier.",https://www.nytimes.com/2020/01/20/style/no-sex-celibacy.html
2020-01-21,I Quit My Elaborate Skin Care Routine,I threw a lot of time and money at my face. It wasn’t worth it.,https://www.nytimes.com/2020/01/20/style/quit-skin-care-routine.html
2020-01-21,I Quit the Evangelical Church I Grew Up In,I once was found … until I realized I was lost.,https://www.nytimes.com/2020/01/20/style/left-church.html
2020-01-21,I Quit Cars,"And in Los Angeles! Lauren Ferree, 27, does not miss the traffic — or destroying the environment.",https://www.nytimes.com/2020/01/20/style/quit-cars.html
2020-01-21,I Quit the Priesthood,Len Schreiner couldn’t help falling in love. So he wrote a letter to Pope John Paul II — and waited.,https://www.nytimes.com/2020/01/20/style/leaving-priesthood.html
2020-01-21,I Quit Yale,"If James Franco could handle grad school, why couldn’t I?",https://www.nytimes.com/2020/01/20/style/quit-yale.html
2020-01-21,I Quit Chewing Gum,It’s costly. It’s unsightly. And my jaws are tired.,https://www.nytimes.com/2020/01/20/style/quit-chewing-gum.html
2020-01-21,I Quit Dating Apps. Five Times.,The story of a tortured relationship — with a happy ending.,https://www.nytimes.com/2020/01/20/style/quit-dating-apps.html
2020-01-21,I Quit Sex for 12 Years,"It was no mean feat for Sophie Fontanel. In France, love of sex is expected.",https://www.nytimes.com/2020/01/20/style/quit-sex.html
2020-01-21,"Man Slams Into Car Carrying 6 Teenagers, Killing 3, Officials Say",The California Highway Patrol said witnesses followed the suspect to a home and alerted the authorities.,https://www.nytimes.com/2020/01/20/us/teenagers-killed-car-crash-temescal-valley.html
2020-01-21,Africa’s Richest Woman Is Barred From Her Bank and Under Investigation,"A trove of leaked documents showed how Isabel dos Santos, the daughter of Angola’s ex-president, exploited the country’s wealth to enrich herself.",https://www.nytimes.com/2020/01/20/world/africa/isabel-dos-santos-bank.html
2020-01-21,20 Stories of People Who Walked Away,"They quit their jobs, their religion, their relationships and even quitting itself.",https://www.nytimes.com/interactive/2020/01/20/style/quitters.html
2020-01-21,Party Purchase,Carl Larson brews up a visual theme.,https://www.nytimes.com/2020/01/20/crosswords/daily-puzzle-2020-01-21.html
2020-01-21,"On ‘Prodigal Son,’ Michael Sheen’s Father Knows, and Kills, Best","How does the actor keep from bringing home all the weird energy of playing a serial killer dad? Well, who said he did?",https://www.nytimes.com/2020/01/20/arts/television/prodigal-son-michael-sheen-fox.html
2020-01-21,McConnell Impeachment Rules Modify Clinton Precedent,The Senate Republican leader proposed impeachment trial rules that push the 1999 precedent toward President Trump’s preferences.,https://www.nytimes.com/2020/01/20/us/politics/mcconnell-impeachment-rules.html
2020-01-21,"3 Horses Die in 3 Days at Santa Anita, Prompting Fresh Criticism of Racetrack",People for the Ethical Treatment of Animals has called on California racing officials to suspend racing at the track.,https://www.nytimes.com/2020/01/20/sports/Horse-deaths-euthanized-Santa-Anita.html
2020-01-21,"Impeachment, China Virus, France: Your Tuesday Briefing",Here’s what you need to know.,https://www.nytimes.com/2020/01/21/briefing/impeachment-china-virus-france.html
2020-01-21,Quotation of the Day: Criticism Stifled in a Boeing Crash,"Quotation of the Day for Tuesday, January 21, 2020.",https://www.nytimes.com/2020/01/21/todayspaper/quotation-of-the-day-criticism-stifled-in-a-boeing-crash.html
2020-01-21,"No Corrections: Jan. 21, 2020","No corrections appeared in print on Tuesday, Jan. 21, 2020.",https://www.nytimes.com/2020/01/21/pageoneplus/no-corrections-jan-21-2020.html
2020-01-21,What’s on TV Tuesday: ‘DC’s Legends of Tomorrow’ and ‘Vera’,"The silly superheroes of “Legends” are back for a fifth season, and the British crime series “Vera” returns on BritBox.",https://www.nytimes.com/2020/01/21/arts/television/whats-on-tv-tuesday-dcs-legends-of-tomorrow-and-vera.html
2020-01-21,"Envisioning a Champions League on Tour, a Soccer Investor Demands More for His Money","The International Champions Cup, which brings Europe’s top clubs to North America, has been lucrative for the teams but not the organizer. Now there is a threat to end the event unless teams agree to make the competition more serious.",https://www.nytimes.com/2020/01/21/sports/soccer/icc-stephen-ross-summer-tour.html
