,url
41,https://www.nytimes.com/2020/01/01/world/asia/north-korea-kim-trump.html
42,https://www.nytimes.com/2020/01/01/world/americas/mexico-prison-fight.html
43,https://www.nytimes.com/slideshow/2020/01/01/realestate/what-you-get-for-750000.html
44,https://www.nytimes.com/2020/01/01/realestate/750000-homes-in-mississippi-missouri-and-arizona.html
45,https://www.nytimes.com/2020/01/01/world/middleeast/israel-netanyahu-immunity.html
46,https://www.nytimes.com/slideshow/2020/01/01/realestate/restored-19th-century-elegance-in-northwestern-spain.html
47,https://www.nytimes.com/2020/01/01/realestate/house-hunting-in-spain-a-historic-estate-for-under-2-million.html
48,https://www.nytimes.com/2020/01/01/world/europe/pope-francis-slap-video.html
49,https://www.nytimes.com/2020/01/01/sports/basketball/fearless-predictions-for-the-nba-in-2020.html
50,https://www.nytimes.com/2020/01/01/movies/tracy-letts-ford-v-ferrari.html
51,https://www.nytimes.com/2020/01/01/theater/simon-stone-medea-bam.html
52,https://www.nytimes.com/2020/01/01/movies/us-jordan-peele-shirts.html
53,https://www.nytimes.com/2020/01/01/dining/new-year-new-recipes.html
54,https://www.nytimes.com/2020/01/01/us/stories-about-equality-that-gave-us-hope-in-2019.html
55,https://www.nytimes.com/2020/01/01/movies/a-quiet-place-part-ii-trailer.html
56,https://www.nytimes.com/2020/01/01/opinion/north-korea-nuclear-test.html
57,https://www.nytimes.com/2020/01/01/world/europe/zoo-fire-krefeld-germany.html
58,https://www.nytimes.com/2020/01/01/opinion/letters/women-athletes.html
59,https://www.nytimes.com/2020/01/01/style/self-care/how-to-stop-blushing.html
60,https://www.nytimes.com/2020/01/01/opinion/letters/canners-recyclables.html
61,https://www.nytimes.com/2020/01/01/movies/2020-golden-globes-predictions.html
62,https://www.nytimes.com/2020/01/01/parenting/money-rage-and-love.html
63,https://www.nytimes.com/2020/01/01/opinion/letters/united-states-elections.html
64,https://www.nytimes.com/2020/01/01/business/zero-waste-restaurants.html
65,https://www.nytimes.com/2020/01/01/health/breast-cancer-mammogram-artificial-intelligence.html
66,https://www.nytimes.com/2020/01/01/health/tuberculosis-vaccine.html
67,https://www.nytimes.com/2020/01/01/nyregion/nyc-biking-deaths.html
68,https://www.nytimes.com/2020/01/01/us/politics/trump-iran-north-korea.html
69,https://www.nytimes.com/2020/01/01/arts/music/review-anna-netrebko-met-opera.html
70,https://www.nytimes.com/2020/01/01/arts/woody-vasulka-dead.html
71,https://www.nytimes.com/2020/01/01/world/asia/fazle-hasan-abed-dead.html
72,https://www.nytimes.com/2020/01/01/world/europe/earthquake-albania-balkans.html
73,https://www.nytimes.com/2020/01/01/books/2020-books.html
74,https://www.nytimes.com/2020/01/01/opinion/social-media-2020.html
75,https://www.nytimes.com/2020/01/01/opinion/fatherhood-sons.html
76,https://www.nytimes.com/2020/01/01/nyregion/jewish-attacks-monsey-Daf-Yomi.html
77,https://www.nytimes.com/2020/01/01/opinion/iraq-embassy-iran.html
78,https://www.nytimes.com/2020/01/01/nyregion/antisemitic-attacks-monsey.html
79,https://www.nytimes.com/2020/01/01/briefing/north-korea-iraq-embassy-australia-fires.html
80,https://www.nytimes.com/2020/01/01/climate/nyt-climate-newsletter-resolutions-fireworks.html
81,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-dead.html
82,https://www.nytimes.com/2020/01/01/opinion/anti-semitism-new-york.html
83,https://www.nytimes.com/2020/01/01/nyregion/ny-legislator-drunk-driving.html
84,https://www.nytimes.com/2020/01/01/sports/david-stern-death-legacy.html
85,https://www.nytimes.com/2020/01/01/us/politics/pete-buttigieg-mayor-south-bend.html
86,https://www.nytimes.com/2020/01/01/us/drones-FAA-colorado-nebraska.html
87,https://www.nytimes.com/2020/01/01/us/politics/pompeo-cancels-ukraine-trip.html
88,https://www.nytimes.com/2020/01/01/us/new-year-shootings.html
89,https://www.nytimes.com/2020/01/01/smarter-living/5-cheap-ish-things-for-your-home-gym.html
90,https://www.nytimes.com/2020/01/01/opinion/trump-2020.html
91,https://www.nytimes.com/2020/01/01/opinion/china-swine-fever.html
92,https://www.nytimes.com/2020/01/01/us/scandies-rose-fishing-boat-alaska.html
93,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-commissioner-timeline.html
94,https://www.nytimes.com/2020/01/01/sports/ncaafootball/rose-bowl-oregon.html
95,https://www.nytimes.com/2020/01/01/crosswords/daily-puzzle-2020-01-02.html
96,https://www.nytimes.com/2020/01/01/obituaries/don-larsen-dead.html
97,https://www.nytimes.com/2020/01/01/pageoneplus/corrections-jan-02-2020.html
98,https://www.nytimes.com/2020/01/01/world/asia/india-cold-pollution.html
99,https://www.nytimes.com/2020/01/01/todayspaper/quotation-of-the-day-pika-who-how-canadas-military-reacted-to-a-pokemon-go-invasion.html
100,https://www.nytimes.com/2020/01/02/world/europe/austria-kurz-greens-coalition-government.html
101,https://www.nytimes.com/2020/01/02/briefing/austria-australia-fires-2020.html
102,https://www.nytimes.com/2020/01/02/arts/television/whats-on-tv-thursday-surviving-r-kelly-part-ii.html
103,https://www.nytimes.com/2020/01/02/learning/word-quiz-subsume.html
104,https://www.nytimes.com/2020/01/02/world/asia/taiwan-military-chief-helicopter-crash.html
105,https://www.nytimes.com/2020/01/02/learning/new-year-new-you.html
106,https://www.nytimes.com/2020/01/02/arts/television/surviving-r-kelly-2.html
107,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-nba.html
108,https://www.nytimes.com/2020/01/02/world/asia/indonesia-jakarta-rain-floods.html
109,https://www.nytimes.com/2020/01/02/learning/lesson-of-the-day-the-machines-are-learning-and-so-are-the-students.html
110,https://www.nytimes.com/interactive/2020/01/02/realestate/02hunt-ganguly.html
111,https://www.nytimes.com/2020/01/02/learning/what-are-your-predictions-for-the-new-year-and-the-new-decade.html
112,https://www.nytimes.com/2020/01/02/style/thanks-for-the-piece-of-plastic.html
113,https://www.nytimes.com/2020/01/02/books/review/robert-hass-by-the-book-interview.html
114,https://www.nytimes.com/2020/01/02/books/review/inside-the-list-the-making-of-a-bestseller.html
115,https://www.nytimes.com/2020/01/02/style/self-care/keto-diet-explained-benefits.html
116,https://www.nytimes.com/2020/01/02/travel/sarasota-art-museum-ringling.html
117,https://www.nytimes.com/2020/01/02/reader-center/dispatches-international-news-features-journals.html
118,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html
119,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html
120,https://www.nytimes.com/2020/01/02/us/harvard-latinos-diversity-debate.html
121,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html
122,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html
123,https://www.nytimes.com/2020/01/02/style/fredericks-of-hollywood-underwear.html
124,https://www.nytimes.com/2020/01/02/books/little-women-feminism-2019-movie.html
125,https://www.nytimes.com/2020/01/02/travel/what-to-do-36-hours-in-santo-domingo-dominican-republic.html
126,https://www.nytimes.com/2020/01/02/nyregion/hotel-union-nyc-airbnb.html
127,https://www.nytimes.com/2020/01/02/style/facebook-group-shopping.html
128,https://www.nytimes.com/2020/01/02/movies/martin-scorsese-irishman.html
129,https://www.nytimes.com/2020/01/02/style/scaffolding-new-york-city.html
130,https://www.nytimes.com/2020/01/02/health/christian-health-care-insurance.html
131,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html
132,https://www.nytimes.com/2020/01/02/nyregion/nyc-top-stories.html
133,https://www.nytimes.com/2020/01/02/briefing/baghdad-indonesia-australia.html
134,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html
135,https://www.nytimes.com/2020/01/02/podcasts/the-daily/trump-new-york-times.html
136,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html
137,https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html
138,https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html
139,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html
140,https://www.nytimes.com/2020/01/02/movies/ghost-stories-review.html
141,https://www.nytimes.com/2020/01/02/movies/advocate-review.html
142,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html
143,https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html
144,https://www.nytimes.com/2020/01/02/style/italian-vogue-sustainability-illustrated.html
145,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-new-york-city.html
146,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-the-new-york-region.html
147,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-brooklyn-manhattan-and-queens.html
148,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-new-york-and-connecticut.html
149,https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html
150,https://www.nytimes.com/2020/01/02/realestate/wheres-the-best-place-to-buy-a-winter-vacation-rental.html
151,https://www.nytimes.com/2020/01/02/world/australia/fires.html
152,https://www.nytimes.com/2020/01/02/theater/west-side-story-confidential.html
153,https://www.nytimes.com/2020/01/02/movies/oscars-2020-critics.html
154,https://www.nytimes.com/2020/01/02/movies/waves-queen-and-slim.html
155,https://www.nytimes.com/2020/01/02/movies/joaquin-phoenix-face.html
156,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html
157,https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html
158,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html
159,https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html
160,https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html
161,https://www.nytimes.com/2020/01/02/theater/death-of-a-salesman-review-wendell-pierce.html
162,https://www.nytimes.com/interactive/2019/travel/sustainable-travel-guide.html
163,https://www.nytimes.com/2020/01/02/t-magazine/ogata-paris.html
164,https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html
165,https://www.nytimes.com/2020/01/02/technology/oyo-softbank-india.html
166,https://www.nytimes.com/2020/01/02/books/review/9-new-books-we-recommend-this-week.html
167,https://www.nytimes.com/2020/01/02/magazine/afghan-war-casualty-report-january-2020.html
168,https://www.nytimes.com/2020/01/02/movies/taron-egerton-rocketman-oscars.html
169,https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html
170,https://www.nytimes.com/2020/01/02/us/tumbleweeds-washington-state.html
171,https://www.nytimes.com/slideshow/2020/01/02/dining/yafa-cafe-brooklyn.html
172,https://www.nytimes.com/2020/01/02/dining/yafa-cafe-review-sunset-park.html
173,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html
174,https://www.nytimes.com/2020/01/02/style/modern-love-podcast-judd-apatow.html
175,https://www.nytimes.com/2020/01/02/health/flavor-ban-e-cigarettes.html
176,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html
177,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html
178,https://www.nytimes.com/2020/01/02/briefing/australia-fires-oyo-martin-scorsese.html
179,https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html
180,https://www.nytimes.com/2020/01/02/movies/women-directors-hollywood.html
181,https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html
182,https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html
183,https://www.nytimes.com/2020/01/02/us/christianity-today-mark-galli-evangelicals.html
184,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html
185,https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html
186,https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html
187,https://www.nytimes.com/2020/01/02/us/texas-infant-life-support.html
188,https://www.nytimes.com/2020/01/02/learning/whats-going-on-in-this-graph-internet-privacy-policies.html
189,https://www.nytimes.com/2020/01/02/theater/thin-place-occult.html
190,https://www.nytimes.com/2020/01/02/us/Michael-Egwuagu-confession-doorbell-camera.html
191,https://www.nytimes.com/2020/01/02/learning/teenagers-in-the-times-december-2019.html
192,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-comedy.html
193,https://www.nytimes.com/2020/01/02/movies/nyc-this-weekend-film-series.html
194,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-childrens-events.html
195,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york-classical.html
196,https://www.nytimes.com/2020/01/02/arts/dance/nyc-this-weekend-dance.html
197,https://www.nytimes.com/2020/01/02/arts/design/nyc-this-weekend-art-and-museums.html
198,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york.html
199,https://www.nytimes.com/2020/01/02/theater/nyc-this-weekend-theater.html
200,https://www.nytimes.com/2020/01/02/arts/design/rachel-feinstein-jewish-museum.html
201,https://www.nytimes.com/interactive/2020/01/02/learning/editorial-cartoon-contest-2019.html
202,https://www.nytimes.com/2020/01/02/arts/television/anne-green-gables-netflix-brockmire.html
203,https://www.nytimes.com/2020/01/02/world/africa/egypt-video-assault.html
204,https://www.nytimes.com/2020/01/02/nyregion/best-subway-seat.html
205,https://www.nytimes.com/2020/01/02/opinion/climate-change-deniers.html
206,https://www.nytimes.com/2020/01/02/sports/baseball/don-larsen.html
207,https://www.nytimes.com/2020/01/02/sports/soccer/mario-balotelli-brescia.html
208,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-marc-stein.html
209,https://www.nytimes.com/2020/01/02/briefing/iraq-carlos-ghosn-tumbleweeds.html
210,https://www.nytimes.com/2020/01/02/arts/things-to-do-in-nyc-this-january.html
211,https://www.nytimes.com/2020/01/02/opinion/2020s-decade.html
212,https://www.nytimes.com/2020/01/02/opinion/climate-change-australia.html
213,https://www.nytimes.com/2020/01/02/us/politics/on-politics-2020-prediction.html
214,https://www.nytimes.com/2020/01/02/us/politics/republicans-abortion-supreme-court.html
215,https://www.nytimes.com/interactive/2020/01/02/climate/australia-fires-map.html
216,https://www.nytimes.com/2020/01/02/us/politics/q4-democratic-trump-fundraising.html
217,https://www.nytimes.com/2020/01/02/opinion/dna-test-privacy-children.html
218,https://www.nytimes.com/2020/01/02/nyregion/tessa-majors-suspect-barnard-stabbing.html
219,https://www.nytimes.com/2020/01/02/nyregion/monsey-hanukkah-stabbing-grafton-thomas.html
220,https://www.nytimes.com/2020/01/02/world/middleeast/qassem-soleimani-iraq-iran-attack.html
221,https://www.nytimes.com/2020/01/02/opinion/julian-castro-2020.html
222,https://www.nytimes.com/2020/01/02/us/marines-bases-concealed-carry.html
223,https://www.nytimes.com/2020/01/02/crosswords/daily-puzzle-2020-01-03.html
224,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-culture-video.html
225,https://www.nytimes.com/2020/01/02/todayspaper/quotation-of-the-day-police-are-accused-of-abusing-muslims-as-demonstrations-sweep-india.html
226,https://www.nytimes.com/2020/01/02/pageoneplus/corrections-jan-3-2020.html
227,https://www.nytimes.com/2020/01/02/us/girls-do-porn-lawsuit-award.html
228,https://www.nytimes.com/2020/01/02/world/trump-qassim-suleimani-twitter.html
229,https://www.nytimes.com/2020/01/02/us/politics/us-iran-war.html
230,https://www.nytimes.com/2020/01/03/style/modern-love-trying-to-keep-up-with-grandmas-love-life.html
231,https://www.nytimes.com/interactive/2020/01/03/world/middleeast/iraq-embassy-baghdad-airport-attack.html
232,https://www.nytimes.com/2020/01/03/arts/television/whats-on-tv-friday-an-ilana-glazer-stand-up-special-and-little-women.html
233,https://www.nytimes.com/2020/01/03/briefing/Iran-Carlos-Ghosn-Australia.html
234,https://www.nytimes.com/2020/01/03/world/australia/fires-latest.html
235,https://www.nytimes.com/2020/01/03/learning/word-quiz-insipid.html
236,https://www.nytimes.com/2020/01/03/business/iran-oil.html
237,https://www.nytimes.com/2020/01/03/opinion/australia-fires-climate-change.html
238,https://www.nytimes.com/2020/01/03/learning/head-spinning.html
239,https://www.nytimes.com/interactive/2020/01/03/briefing/iraq-carlos-ghosn-vaping-news-quiz.html
240,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-cameras.html
241,https://www.nytimes.com/2020/01/03/learning/lesson-of-the-day-chinese-restaurants-are-closing-thats-a-good-thing-the-owners-say.html
242,https://www.nytimes.com/interactive/2020/01/03/well/live/03healthquiz-01032010.html
243,https://www.nytimes.com/interactive/2020/01/03/opinion/robert-pinsky-privacy-poem.html
244,https://www.nytimes.com/interactive/2020/01/03/opinion/matthew-zapruder-privacy-poem.html
245,https://www.nytimes.com/interactive/2020/01/03/opinion/alex-berenson-privacy-protest.html
246,https://www.nytimes.com/interactive/2020/01/03/opinion/amadou-diallo-the-countdown.html
247,https://www.nytimes.com/interactive/2020/01/03/opinion/jennifer-kronovet-privacy-poem.html
248,https://www.nytimes.com/interactive/2020/01/03/opinion/eric-kaplan-dating-profile.html
249,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-powell-parent-teacher-association.html
250,https://www.nytimes.com/2020/01/03/books/review/revisiting-american-short-stories-selected-by-john-updike.html
251,https://www.nytimes.com/interactive/2020/01/03/opinion/brian-turner-alexa-poem.html
252,https://www.nytimes.com/2020/01/03/books/review/new-paperbacks.html
253,https://www.nytimes.com/2020/01/03/books/review/letters-to-the-editor.html
254,https://www.nytimes.com/2020/01/03/books/review/crime-fiction-marilyn-stasio.html
255,https://www.nytimes.com/interactive/2020/01/03/upshot/who-do-you-recognize-quiz-results.html
256,https://www.nytimes.com/2020/01/03/books/review/uncanny-valley-anna-wiener.html
257,https://www.nytimes.com/interactive/2020/01/03/opinion/jillian-weise-stealth.html
258,https://www.nytimes.com/2020/01/03/business/media/saudi-arabia-dissident-al-masrir.html
259,https://www.nytimes.com/2020/01/03/science/quadrantids-meteor-shower-2020.html
260,https://www.nytimes.com/2020/01/03/well/family/father-son-divorce-wedding-speech-love-relationships.html
261,https://www.nytimes.com/2020/01/03/business/work-friend-office-cupcakes.html
262,https://www.nytimes.com/2020/01/03/upshot/minimum-wage-boost-bottom-earners.html
263,https://www.nytimes.com/2020/01/03/opinion/bolsonaro-duvivier-brazil.html
264,https://www.nytimes.com/2020/01/03/well/eat/School-cafeteria-lunch-children-health-foodcorps-sweetgreen.html
265,https://www.nytimes.com/2020/01/03/opinion/the-irishman-movie-chuckie-obrien.html
266,https://www.nytimes.com/2020/01/03/nyregion/ada-calhoun-midlife-crisis.html
267,https://www.nytimes.com/2020/01/03/opinion/trump-iran-suleimani-assassination-baghdad.html
268,https://www.nytimes.com/2020/01/03/learning/what-era-do-you-wish-you-had-grown-up-in.html
269,https://www.nytimes.com/2020/01/03/nyregion/uber-lyft-price.html
270,https://www.nytimes.com/2020/01/03/us/anti-semitism-hate-crimes.html
271,https://www.nytimes.com/2020/01/03/us/idaho-outlaw-remains-found.html
272,https://www.nytimes.com/2020/01/03/opinion/joe-biden-age.html
273,https://www.nytimes.com/2020/01/03/business/hong-kong-protests-future.html
274,https://www.nytimes.com/2020/01/03/realestate/so-you-want-to-join-your-co-op-board.html
275,https://www.nytimes.com/2020/01/03/sports/ncaabasketball/college-basketball-assistant-coaches.html
276,https://www.nytimes.com/2020/01/03/opinion/simple-health-advice.html
277,https://www.nytimes.com/2020/01/03/style/hype-house-los-angeles-tik-tok.html
278,https://www.nytimes.com/2020/01/03/nyregion/Archive-of-Contemporary-Music-NYC.html
279,https://www.nytimes.com/2020/01/03/nyregion/ruth-willig-oldest-death.html
280,https://www.nytimes.com/2020/01/03/us/politics/pete-buttigieg-celebrity-donors.html
281,https://www.nytimes.com/2020/01/03/movies/oscars-screenplay.html
282,https://www.nytimes.com/2020/01/03/books/review/uncanny-valley-a-memoir-by-anna-wiener-an-excerpt.html
283,https://www.nytimes.com/interactive/2020/01/03/opinion/franny-choi-privacy-poem.html
284,https://www.nytimes.com/interactive/2020/01/03/opinion/ilya-kaminsky-privacy-poem.html
285,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-baran-privacy-poem.html
286,https://www.nytimes.com/interactive/2020/01/03/opinion/gish-jen-privacy-surveillance.html
287,https://www.nytimes.com/interactive/2020/01/03/opinion/connor-willumsen-privacy-comic.html
288,https://www.nytimes.com/2020/01/03/nyregion/nyc-bike-deaths.html
289,https://www.nytimes.com/2020/01/03/world/middleeast/iranian-general-qassem-soleimani-killed.html
290,https://www.nytimes.com/2020/01/03/us/politics/amy-klobuchar-fundraising.html
291,https://www.nytimes.com/2020/01/03/fashion/weddings/Married-37-years-and-divorced-for-now-its-I-Do-Take-24.html
292,https://www.nytimes.com/2020/01/03/podcasts/the-daily/boeing-crash.html
293,https://www.nytimes.com/2020/01/03/briefing/iran-democrats-carlos-ghosn.html
294,https://www.nytimes.com/2020/01/03/business/dealbook/investors-trump-iran.html
295,https://www.nytimes.com/2020/01/10/world/australia/australia-wildfires-photos.html
296,https://www.nytimes.com/2020/01/03/obituaries/qassem-soleimani-dead.html
297,https://www.nytimes.com/2020/01/03/arts/music/daniil-trifonov-rachmaninof.html
298,https://www.nytimes.com/2020/01/03/world/australia/australia-fires.html
299,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-iran-iraq-strike.html
300,https://www.nytimes.com/2020/01/03/opinion/trump-impeachment-pelosi.html
301,https://www.nytimes.com/2020/01/03/business/tesla-sales.html
302,https://www.nytimes.com/2020/01/03/us/ccpa-california-privacy-law.html
303,https://www.nytimes.com/2020/01/03/us/politics/elizabeth-warren-fundraising.html
304,https://www.nytimes.com/2020/01/03/your-money/tips-for-paying-off-your-holiday-credit-card-debt.html
305,https://www.nytimes.com/2020/01/03/business/tech-hidden-gems-2019.html
306,https://www.nytimes.com/2020/01/03/sports/football/nfl-playoffs-wild-card-picks.html
307,https://www.nytimes.com/2020/01/03/sports/football/nfl-patriotism.html
308,https://www.nytimes.com/video/world/100000006902197/australia-fires.html
309,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-suleimani.html
310,https://www.nytimes.com/2020/01/03/travel/five-places-to-eat-in-paris-with-food-critic-Franois-Regis-Gaudry.html
311,https://www.nytimes.com/2020/01/03/realestate/the-year-ended-with-another-big-sale-at-220-central-park-south.html
312,https://www.nytimes.com/2020/01/03/health/geriatricians-shortage.html
313,https://www.nytimes.com/interactive/2020/01/03/movies/critics-oscar-nominees.html
314,https://www.nytimes.com/2020/01/03/movies/alfre-woodard-clemency.html
315,https://www.nytimes.com/2020/01/03/realestate/how-to-protect-yourself-from-real-estate-scams.html
316,https://www.nytimes.com/2020/01/03/arts/television/the-new-pope-john-malkovich.html
317,https://www.nytimes.com/2020/01/03/arts/music/die-tote-stadt-munich.html
318,https://www.nytimes.com/2020/01/03/arts/design/kentucky-opioid-recovery-luthiery.html
319,https://www.nytimes.com/2020/01/03/opinion/qassim-suleimani-death.html
320,https://www.nytimes.com/2020/01/03/dining/what-to-cook-this-weekend.html
321,https://www.nytimes.com/2020/01/03/world/europe/soleimani-iran-nuclear.html
322,https://www.nytimes.com/2020/01/03/arts/dance/ode-jeroboam-bozeman-alvin-ailey.html
323,https://www.nytimes.com/2020/01/03/nyregion/nyc-parking-meters.html
324,https://www.nytimes.com/2020/01/03/us/politics/democratic-candidates-qassem-soleimani.html
325,https://www.nytimes.com/2020/01/03/dining/dinner-party-menu-david-tanis.html
326,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-iraq.html
327,https://www.nytimes.com/video/world/middleeast/100000006902165/baghdad-airport-strike-reaction-soleimani.html
328,https://www.nytimes.com/2020/01/03/movies/the-grudge-review.html
329,https://www.nytimes.com/2020/01/03/arts/design/syd-mead-dead.html
330,https://www.nytimes.com/2020/01/03/magazine/behind-the-cover-how-to-get-out-of-prison.html
331,https://www.nytimes.com/2020/01/03/dining/the-new-thestew.html
332,https://www.nytimes.com/2020/01/03/arts/music/peter-mattei-wozzeck.html
333,https://www.nytimes.com/2020/01/03/nyregion/david-hay-child-sex-crime.html
334,https://www.nytimes.com/2020/01/03/arts/vaughan-oliver-dead.html
335,https://www.nytimes.com/2020/01/03/magazine/history-war-six-drugs.html
336,https://www.nytimes.com/2020/01/03/world/middleeast/israel-soleimani.html
337,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-dead.html
338,https://www.nytimes.com/2020/01/03/world/europe/discrimination-against-vegans.html
339,https://www.nytimes.com/2020/01/03/business/johnson-johnson-baby-powder-new-mexico-suit.html
