,date,category_id,category,headline,articles,url
35,2020-01-01,0,opinion,It’s an Old and Insidious Hatred. And New Yorkers Can’t Stand for It.,show support true spirit new york,https://www.nytimes.com/2020/01/01/opinion/anti-semitism-new-york.html
36,2020-01-01,5,sports,David Stern Saw Where the Sports World Was Headed Long Before It Got There,stern visionary understood  athlete seek power sport commissioner try stop effort use advantage,https://www.nytimes.com/2020/01/01/sports/david-stern-death-legacy.html
37,2020-01-01,2,politics,He’s Not ‘Mayor Pete’ Anymore: Buttigieg’s Successor Is Sworn In,pete buttigieg rise prominence viability presidential candidate mayor south bend ind tenure end,https://www.nytimes.com/2020/01/01/us/politics/pete-buttigieg-mayor-south-bend.html
38,2020-01-01,2,politics,Pompeo Cancels Ukraine Trip Amid Protests at Embassy in Iraq,meet president volodymyr zelensky ukraine  first top trump official  impeachment inquiry begin,https://www.nytimes.com/2020/01/01/us/politics/pompeo-cancels-ukraine-trip.html
39,2020-01-02,0,opinion,Already Had Plenty of Trump 2020?,bad show low flow,https://www.nytimes.com/2020/01/01/opinion/trump-2020.html
40,2020-01-02,0,opinion,Why Did One-Quarter of the World’s Pigs Die in a Year?,swine fever devastate china stock unsound governance even sound regulation perverse effect,https://www.nytimes.com/2020/01/01/opinion/china-swine-fever.html
41,2020-01-02,5,sports,"N.B.A. Superstars, Growth and Lockouts: The David Stern Years",longtime commissioner receive acclaim building league vital global business also center contentious dispute,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-commissioner-timeline.html
42,2020-01-02,5,sports,"In Rose Bowl Victory Over Wisconsin, Oregon Shows Rebuild Needs Work",duck manage   yard total offense few team rise bowl  ,https://www.nytimes.com/2020/01/01/sports/ncaafootball/rose-bowl-oregon.html
43,2020-01-02,1,world,"India Cold Wave Breaks Records, Shuts Schools and Makes Bad Air Worse", north include new delhi plunging temperature cause run shelter region use extreme heat,https://www.nytimes.com/2020/01/01/world/asia/india-cold-pollution.html
44,2020-01-02,1,world,Head-Scarf Ban and Carbon Taxes: Austria Gets an Unlikely Government,month talk sebastian kurz conservative progressive green agree coalition  harbinger rest europe,https://www.nytimes.com/2020/01/02/world/europe/austria-kurz-greens-coalition-government.html
45,2020-01-02,3,arts,What’s on TV Thursday: ‘Breakthrough’ and ‘Surviving R. Kelly Part II’,drama base miraculous  incident air hbo lifetime air follow much view r kelly documentary series,https://www.nytimes.com/2020/01/02/arts/television/whats-on-tv-thursday-surviving-r-kelly-part-ii.html
46,2020-01-02,1,world,Taiwan’s Top Military Official and 7 Others Die in Helicopter Crash,helicopter carry military personnel event northeastern taiwan go wooded mountainside,https://www.nytimes.com/2020/01/02/world/asia/taiwan-military-chief-helicopter-crash.html
47,2020-01-02,3,arts,‘Surviving R. Kelly’ Night One Recap: Threats and New Abuse Details,new lifetime series examine criminal charge singer accuse change life woman come forward,https://www.nytimes.com/2020/01/02/arts/television/surviving-r-kelly-2.html
48,2020-01-02,5,sports,How David Stern Navigated Race in the N.B.A.,stern know fierce negotiator considerate racial implication oversee mostly black league  also face criticism decision,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-nba.html
49,2020-01-02,1,world,Flash Floods in Indonesia Leave Hundreds of Thousands Homeless,least  people kill intense rain strike jakarta country capital  record keep begin,https://www.nytimes.com/2020/01/02/world/asia/indonesia-jakarta-rain-floods.html
50,2020-01-02,0,opinion,Why Is America So Depressed?,coincidence politics mental health decline rapidly time,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html
51,2020-01-02,0,opinion,Hypersonic Missiles Are a Game Changer,exist defense stop weapon everyone want,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html
52,2020-01-02,0,opinion,An Old Battle Resumes at the Supreme Court,trump administration seek undermine key protection unlawful detention,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html
53,2020-01-02,3,arts,What to See Right Now in New York Art Galleries,baroness watercolor jasper john crosshatch survey abstract photography alice miceli radiograph chernobyl,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html
54,2020-01-02,2,politics,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",donation mr yang fourth quarter  high period put  top fund raiser democratic presidential field,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html
55,2020-01-02,4,business,Turkey Questions Pilots About Carlos Ghosn’s Escape From Japan,mr ghosn former nissan renault chief flee japan avoid trial arrive lebanon week,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html
56,2020-01-02,2,politics,"Bernie Sanders Raised $34.5 Million in the Fourth Quarter, Pacing the Field",mr sander total large  month haul disclose candidate far democratic primary race,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html
57,2020-01-02,4,business,Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,owner steve mcqueen hero car figure price  approach   least far   father paid ,https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html
58,2020-01-02,1,world,"Turkey, Flexing Its Muscles, Will Send Troops to Libya",new wrinkle battle oil rich country signal president erdogan turkey aim power broker volatile region,https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html
59,2020-01-02,4,business,How Did Carlos Ghosn Flee Japan?,emerge detail suggest former nissan renault chairman owe arrival lebanon escape plan grand scale,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html
60,2020-01-02,3,arts,The 50 TV Shows You Need to Watch This Winter,kid actually lot,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html
61,2020-01-02,5,sports,"Carmelo Anthony Scores, and Loses, at the Garden. Sound Familiar?",former knick  point  rebound trail blazer fell,https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html
62,2020-01-02,2,politics,Julián Castro Ends Presidential Run: ‘It Simply Isn’t Our Time’, castro former housing secretary mayor san antonio latino candidate race champion progressive policy find footing poll,https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html
63,2020-01-02,1,world,‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,call evacuation  southeastern coast official say next day   bad yet already catastrophic fire season,https://www.nytimes.com/2020/01/02/world/australia/fires.html
64,2020-01-02,0,opinion,Biden Is Smart to Talk About a Republican V.P.,believe hype,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html
65,2020-01-02,3,arts,"In the Swim of Digital Images, There’s Nothing Boring About Sculpture",bronze silver aluminum statue idea make solid  inventive show new york reaffirm power art  dimension,https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html
66,2020-01-02,1,world,Israeli Supreme Court Removes an Obstacle for Netanyahu,court ask consider  prime ministerial candidate charge serious crime form new government rule petition premature,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html
67,2020-01-02,5,sports,N.H.L. Takeaways at the Season’s Midpoint,halfway mark season  head coach fire st louis blue thrive reign champion,https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html
68,2020-01-02,3,arts,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January", month subscription stream service add new batch title libraries pick january,https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html
69,2020-01-02,0,opinion,"Compassion, Not Patriarchy, at A.A. Meetings", reader rebut op ed article critical walking first meet single brave thing ever do  writes,https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html
70,2020-01-02,4,business,Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight,ten month chafe takeover network reboots producer  year deal apple tv ,https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html
71,2020-01-02,2,politics,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,mr biden total far short haul senator bernie sander announce early thursday improvement previous quarter,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html
72,2020-01-02,4,business,"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",fall auto titan hold early discussion movie producer audacious escape film villain japanese justice,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html
73,2020-01-02,0,opinion,"Joe Biden, Demand That You Testify",reader say speak impeachment trial donald trump  show former vice president nothing hide also death publish legend sonny mehta,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html
74,2020-01-02,4,business,‘Gut Feelings’ Are Driving the Markets,valuation high investor still willing hold visceral emotion drive president trump,https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html
75,2020-01-02,1,world,A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,party lose many work class voter last month election  turn unexpectedly london lawyer next leader early poll show,https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html
76,2020-01-02,1,world,"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq",defense secretary mark esper issue warning american contractor kill iranian support militia say game change,https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html
77,2020-01-02,3,arts,"Suit Against Artforum Can Proceed, but Not Claims Naming Publisher",new york appeal court clear way former magazine employee claim retaliation metoo case,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html
78,2020-01-02,5,sports,Yankees’ Domingo German Suspended 81 Games for Domestic Violence,suspension include  game german miss  l b conduct investigation first  game ,https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html
79,2020-01-02,1,world,"As India Violence Gets Worse, Police Are Accused of Abusing Muslims",demonstration citizenship law sweep india account emerge mistreatment harsh tactic police state official,https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html
80,2020-01-02,3,arts,5 Comedy Shows to Catch in N.Y.C. This Weekend,guide stand improv variety show happen weekend week ahead,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-comedy.html
81,2020-01-02,3,arts,8 Things to Do With Your Kids in N.Y.C. This Weekend,guide cultural event new york city child teenager happen weekend week ahead,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-childrens-events.html
82,2020-01-02,3,arts,5 Classical Music Concerts to See in N.Y.C. This Weekend,guide city best classical music opera happen weekend week ahead,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york-classical.html
83,2020-01-02,3,arts,6 Dance Performances to See in N.Y.C. This Weekend,guide dance performance happen weekend week ahead,https://www.nytimes.com/2020/01/02/arts/dance/nyc-this-weekend-dance.html
84,2020-01-02,3,arts,18 Art Exhibitions to View in N.Y.C. This Weekend,guide new art show closing soon,https://www.nytimes.com/2020/01/02/arts/design/nyc-this-weekend-art-and-museums.html
85,2020-01-02,3,arts,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",guide pop rock show best live jazz happen weekend week ahead,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york.html
86,2020-01-02,3,arts,Rachel Feinstein Unveils the Darker Side of Fantasyland,first museum retrospective artist fashion muse talk confect fanciful work core steel,https://www.nytimes.com/2020/01/02/arts/design/rachel-feinstein-jewish-museum.html
87,2020-01-02,3,arts,How Much Watching Time Do You Have This Weekend?,critic recommendation include engage new web series  return favorite  earnest filthy,https://www.nytimes.com/2020/01/02/arts/television/anne-green-gables-netflix-brockmire.html
88,2020-01-02,1,world,Video Showing Sexual Assault by Mob in Egypt Draws Outrage,police say investigate video show group men swarm  woman grabbing scream,https://www.nytimes.com/2020/01/02/world/africa/egypt-video-assault.html
89,2020-01-02,0,opinion,So You Want to Convince a Climate Change Skeptic,strategy hard conversation,https://www.nytimes.com/2020/01/02/opinion/climate-change-deniers.html
90,2020-01-02,5,sports,Don Larsen Became an Unlikely Legend in 9 Perfect Innings,larsen singular accomplishment perfect game  world series testament  baseball god,https://www.nytimes.com/2020/01/02/sports/baseball/don-larsen.html
91,2020-01-02,5,sports,Mario Balotelli’s Italian Homecoming,soccer star return hometown last summer italy serie city change,https://www.nytimes.com/2020/01/02/sports/soccer/mario-balotelli-brescia.html
92,2020-01-02,5,sports,Many Felt David Stern’s Wrath. He’ll Be Missed Anyway.,stern build rapport many people   dictatorial management style probably fly today,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-marc-stein.html
93,2020-01-02,3,arts,Things to Do in N.Y.C. This January,kick  compile month  free family friendly otherwise noteworthy cultural event,https://www.nytimes.com/2020/01/02/arts/things-to-do-in-nyc-this-january.html
94,2020-01-02,0,opinion,A Ridiculously Optimistic History of the Next Decade,fantasy  come true,https://www.nytimes.com/2020/01/02/opinion/2020s-decade.html
95,2020-01-02,0,opinion,Apocalypse Becomes the New Normal,already early stage climate crisis,https://www.nytimes.com/2020/01/02/opinion/climate-change-australia.html
96,2020-01-02,2,politics,The Only Safe Bet in 2020,brace political hurricane make landfall,https://www.nytimes.com/2020/01/02/us/politics/on-politics-2020-prediction.html
97,2020-01-03,2,politics,More Than 200 Republicans Urge Supreme Court to Weigh Overturning Roe v. Wade, house democrat join signing legal brief case certain inject divisive politics abortion  presidential race,https://www.nytimes.com/2020/01/02/us/politics/republicans-abortion-supreme-court.html
98,2020-01-03,2,politics,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,fund raise number fourth quarter  show unusually high number viable campaign wait winner president trump huge war chest,https://www.nytimes.com/2020/01/02/us/politics/q4-democratic-trump-fundraising.html
99,2020-01-03,0,opinion,Why Are You Publicly Sharing Your Child’s DNA Information?,upload child genetic information public websites parent forever expose personal health data,https://www.nytimes.com/2020/01/02/opinion/dna-test-privacy-children.html
100,2020-01-03,1,world,"U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces",suleimani planning attack americans  region lead  baghdad pentagon statement say iran supreme leader call vengeance,https://www.nytimes.com/2020/01/02/world/middleeast/qassem-soleimani-iraq-iran-attack.html
101,2020-01-03,0,opinion,Julián Castro Is Worth More Out of the Presidential Race Than He Was in It,remain candidate emulate fighting word try win side,https://www.nytimes.com/2020/01/02/opinion/julian-castro-2020.html
102,2020-01-03,2,politics,Biden Warns About Disinformation After Misleading Video,day deceptively edit video spread social medium joseph r biden jr caution democratic nominee  vulnerable false information general election,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-culture-video.html
103,2020-01-03,1,world,Killing of Iranian Commander Is Met With Criticism and Tough Talk,mixed reaction news maj gen qassim suleimani die target strike united state baghdad international airport,https://www.nytimes.com/2020/01/02/world/trump-qassim-suleimani-twitter.html
104,2020-01-03,2,politics,U.S. Strike on Iranian General Divides Congress,kill powerful commander islamic revolutionary guard corps certain reignite debate presidential war power,https://www.nytimes.com/2020/01/02/us/politics/us-iran-war.html
105,2020-01-03,1,world,Maps: How the Confrontation Between the U.S. and Iran Escalated,situation develop last  week,https://www.nytimes.com/interactive/2020/01/03/world/middleeast/iraq-embassy-baghdad-airport-attack.html
106,2020-01-03,3,arts,What’s on TV Friday: An Ilana Glazer Stand-Up Special and ‘Little Women’,ilana glazer planet burn hit amazon  adaptation little woman  showtime showcase,https://www.nytimes.com/2020/01/03/arts/television/whats-on-tv-friday-an-ilana-glazer-stand-up-special-and-little-women.html
107,2020-01-03,1,world,Bracing for an Even Worse Weekend of Australia Fires,friday official state new south wale drastically expand estimate amount land risk,https://www.nytimes.com/2020/01/03/world/australia/fires-latest.html
108,2020-01-03,4,business,"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General",analyst warn airstrike iranian commander raise prospect volatility iran iraq  major oil producer,https://www.nytimes.com/2020/01/03/business/iran-oil.html
109,2020-01-03,0,opinion,Australia Is Committing Climate Suicide,record fire rage country leader seem intent sending doom,https://www.nytimes.com/2020/01/03/opinion/australia-fires-climate-change.html
110,2020-01-03,4,business,Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,detail former auto executive escape emerge japanese news medium say camera show leave tokyo home alone,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-cameras.html
111,2020-01-03,0,opinion,My Phones, fifty  green ping move central park pentagon,https://www.nytimes.com/interactive/2020/01/03/opinion/matthew-zapruder-privacy-poem.html
112,2020-01-03,0,opinion,The Protest,carry mask  morning  keep close  tell  go,https://www.nytimes.com/interactive/2020/01/03/opinion/alex-berenson-privacy-protest.html
113,2020-01-03,0,opinion,The Countdown,uncertainty death  arrive make day   easy difficult appreciate,https://www.nytimes.com/interactive/2020/01/03/opinion/amadou-diallo-the-countdown.html
114,2020-01-03,0,opinion,From the Analyst Sifting Through Our Digital Traces,surveillance song turn song  sing,https://www.nytimes.com/interactive/2020/01/03/opinion/jennifer-kronovet-privacy-poem.html
115,2020-01-03,0,opinion,Confessions of a Dating Profile,bos demand persuasive appeal deep human need share see know write,https://www.nytimes.com/interactive/2020/01/03/opinion/eric-kaplan-dating-profile.html
116,2020-01-03,0,opinion,Parent-Teacher Association,network tell kid dot opportunity chance connect connect large network,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-powell-parent-teacher-association.html
117,2020-01-03,0,opinion,"Alexa, Awake",scroll photograph  kiss hand hand archaeology love piece together binary code,https://www.nytimes.com/interactive/2020/01/03/opinion/brian-turner-alexa-poem.html
118,2020-01-03,0,opinion,Stealth,many apps download part body take tech  need gizmo breathe,https://www.nytimes.com/interactive/2020/01/03/opinion/jillian-weise-stealth.html
119,2020-01-03,4,business,"He Mocks Saudi Arabia on YouTube. Yes, He Fears for His Safety.",ghanem al masarir satirist base london say official saudi arabia  threat life spyware infection phone,https://www.nytimes.com/2020/01/03/business/media/saudi-arabia-dissident-al-masrir.html
120,2020-01-03,4,business,Office Treats Bring Out the Worst of Humanity,free food disappears fast think strategically trust ,https://www.nytimes.com/2020/01/03/business/work-friend-office-cupcakes.html
121,2020-01-03,0,opinion,Bolsonaro Doesn’t Deserve the Nickname ‘Trump of the Tropics.’ (Not Even That!),current political climate humor course thing affected government,https://www.nytimes.com/2020/01/03/opinion/bolsonaro-duvivier-brazil.html
122,2020-01-03,0,opinion,How ‘The Irishman’ Maligns My Stepfather,half life watch  someone,https://www.nytimes.com/2020/01/03/opinion/the-irishman-movie-chuckie-obrien.html
123,2020-01-03,0,opinion,Trump’s Ground Game Against Iran,assassination qassim suleimani seismic event middle east,https://www.nytimes.com/2020/01/03/opinion/trump-iran-suleimani-assassination-baghdad.html
124,2020-01-03,0,opinion,The Case for a One-Term Joe,quick way get president stacey abrams president pete buttigieg first elect president biden,https://www.nytimes.com/2020/01/03/opinion/joe-biden-age.html
125,2020-01-03,4,business,"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",violence escalate chinese government exerts great control financial hub resident wrestle option,https://www.nytimes.com/2020/01/03/business/hong-kong-protests-future.html
126,2020-01-03,5,sports,The Sages of College Basketball: Older Coaches Helping Glory Day Hires,juwan howard patrick ewing aaron mckie big player college n b coach help assistant hire coach experience,https://www.nytimes.com/2020/01/03/sports/ncaabasketball/college-basketball-assistant-coaches.html
127,2020-01-03,0,opinion,"How to Be Healthy, in Just 48 Words",forget fad diet fitness gimmick stick basic,https://www.nytimes.com/2020/01/03/opinion/simple-health-advice.html
128,2020-01-03,2,politics,Pete Buttigieg and the One Percent,wealthy liability  help get elect,https://www.nytimes.com/2020/01/03/us/politics/pete-buttigieg-celebrity-donors.html
129,2020-01-03,0,opinion,Unrequited Love Song for the Panopticon,listen ask advice hum shower always listen,https://www.nytimes.com/interactive/2020/01/03/opinion/franny-choi-privacy-poem.html
130,2020-01-03,0,opinion,An Empty Street in Daylight,stare parent stare window disbelief happen everyone,https://www.nytimes.com/interactive/2020/01/03/opinion/ilya-kaminsky-privacy-poem.html
131,2020-01-03,0,opinion,A Charm Against All That,oz place everything watch nothing cancel,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-baran-privacy-poem.html
132,2020-01-03,0,opinion,Tell Me Everything, aunt  big brother indeed call big mother,https://www.nytimes.com/interactive/2020/01/03/opinion/gish-jen-privacy-surveillance.html
133,2020-01-03,0,opinion,I Needed the Discounts,never intend sign skeptical anyone ötzi track suit need discount,https://www.nytimes.com/interactive/2020/01/03/opinion/connor-willumsen-privacy-comic.html
134,2020-01-03,1,world,The Killing of Gen. Qassim Suleimani: What We Know Since the U.S. Airstrike,iran supreme leader ayatollah ali khamenei promise retaliation u move send troop middle east deluge threat social medium,https://www.nytimes.com/2020/01/03/world/middleeast/iranian-general-qassem-soleimani-killed.html
135,2020-01-03,2,politics,Klobuchar and Booker Raise More Money but Trail Far Behind 2020 Leaders,senator amy klobuchar campaign announce raise    fourth quarter  senator cory booker say bring   ,https://www.nytimes.com/2020/01/03/us/politics/amy-klobuchar-fundraising.html
136,2020-01-03,4,business,U.S. Strike Against Iran Rattles Markets,market shake death major iranian general order president trump kill escalate tension washington tehran,https://www.nytimes.com/2020/01/03/business/dealbook/investors-trump-iran.html
