,date,category_id,category,headline,articles,url
21,2020-01-01,1,world,"Flying Lanterns Probably Caused Zoo Fire in Germany, Police Say",blaze burned primate enclosure killing least 30 animals three women told police sorry using flying lanterns new year eve,https://www.nytimes.com/2020/01/01/world/europe/zoo-fire-krefeld-germany.html
22,2020-01-01,0,opinion,"Coaching Female Athletes, and Gender Inequality",promoting women roles mean denigrate men reader says,https://www.nytimes.com/2020/01/01/opinion/letters/women-athletes.html
23,2020-01-01,0,opinion,Can Collectors: Nuisance or Public Service?,readers offer different views earn money rummaging trash bags collect recyclables,https://www.nytimes.com/2020/01/01/opinion/letters/canners-recyclables.html
24,2020-01-01,0,opinion,Rethinking How We Choose Candidates,readers offer suggestions revamp primary process response column david leonhardt,https://www.nytimes.com/2020/01/01/opinion/letters/united-states-elections.html
25,2020-01-01,4,business,A Restaurant With No Leftovers,brooklyn wine bar restaurant one handful establishments different cities trying eliminate waste premises,https://www.nytimes.com/2020/01/01/business/zero-waste-restaurants.html
26,2020-01-01,2,politics,Trump Bet He Could Isolate Iran and Charm North Korea. It’s Not That Easy.,president assumed economic levers would guide countries national interests confronts twin challenges election year,https://www.nytimes.com/2020/01/01/us/politics/trump-iran-north-korea.html
27,2020-01-01,3,arts,Review: Anna Netrebko Rings in the Year With a Met Gala,company prima donna showed past present future artistry acts three puccini operas,https://www.nytimes.com/2020/01/01/arts/music/review-anna-netrebko-met-opera.html
28,2020-01-01,3,arts,"Woody Vasulka, Whose Video Art Extended Boundaries, Dies at 82",deftly manipulated electronic images produce otherworldly sometimes jarring visions also founded wife landmark performance space,https://www.nytimes.com/2020/01/01/arts/woody-vasulka-dead.html
29,2020-01-01,1,world,"Fazle Abed, Founder of a Leading Relief Agency, Dies at 83",mr abed gave job senior executive multinational company start brac saw native land bangladesh devastated war,https://www.nytimes.com/2020/01/01/world/asia/fazle-hasan-abed-dead.html
30,2020-01-01,1,world,The Lesson of an Albanian Earthquake: The Balkans Aren’t Ready for the Big One,successive governments failed address risks posed aging buildings shoddy construction leaving millions vulnerable,https://www.nytimes.com/2020/01/01/world/europe/earthquake-albania-balkans.html
31,2020-01-01,0,opinion,Only You Can Prevent Dystopia,survive internet 2020 going easy,https://www.nytimes.com/2020/01/01/opinion/social-media-2020.html
32,2020-01-01,0,opinion,Every Moment With My Son Is an Act of Creation,written book together,https://www.nytimes.com/2020/01/01/opinion/fatherhood-sons.html
33,2020-01-01,0,opinion,Shock Waves From American Airstrikes in Iraq May Have Just Begun,retaliation iran backed militia set anti american protests could strengthen iran hand,https://www.nytimes.com/2020/01/01/opinion/iraq-embassy-iran.html
34,2020-01-01,5,sports,"David Stern, Transformative N.B.A. Commissioner, Dies at 77",marketing vision turned world premier professional basketball league global brand biggest stars ambassadors,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-dead.html
35,2020-01-01,0,opinion,It’s an Old and Insidious Hatred. And New Yorkers Can’t Stand for It.,show support true spirit new york,https://www.nytimes.com/2020/01/01/opinion/anti-semitism-new-york.html
36,2020-01-01,5,sports,David Stern Saw Where the Sports World Was Headed Long Before It Got There,stern visionary understood pro athletes seeking power sports commissioners tried stop effort used advantage,https://www.nytimes.com/2020/01/01/sports/david-stern-death-legacy.html
37,2020-01-01,2,politics,He’s Not ‘Mayor Pete’ Anymore: Buttigieg’s Successor Is Sworn In,pete buttigieg rose prominence viability presidential candidate mayor south bend ind tenure ended,https://www.nytimes.com/2020/01/01/us/politics/pete-buttigieg-mayor-south-bend.html
38,2020-01-01,2,politics,Pompeo Cancels Ukraine Trip Amid Protests at Embassy in Iraq,meeting president volodymyr zelensky ukraine would first top trump official since impeachment inquiry began,https://www.nytimes.com/2020/01/01/us/politics/pompeo-cancels-ukraine-trip.html
39,2020-01-02,0,opinion,Already Had Plenty of Trump 2020?,bad show low flow,https://www.nytimes.com/2020/01/01/opinion/trump-2020.html
40,2020-01-02,0,opinion,Why Did One-Quarter of the World’s Pigs Die in a Year?,swine fever devastated china stock unsound governance even sound regulations perverse effects,https://www.nytimes.com/2020/01/01/opinion/china-swine-fever.html
41,2020-01-02,5,sports,"N.B.A. Superstars, Growth and Lockouts: The David Stern Years",longtime commissioner received acclaim building league vital global business also center contentious disputes,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-commissioner-timeline.html
42,2020-01-02,5,sports,"In Rose Bowl Victory Over Wisconsin, Oregon Shows Rebuild Needs Work",ducks managed win 204 yards total offense fewest team rose bowl since 1979,https://www.nytimes.com/2020/01/01/sports/ncaafootball/rose-bowl-oregon.html
43,2020-01-02,1,world,"India Cold Wave Breaks Records, Shuts Schools and Makes Bad Air Worse",across north including new delhi plunging temperatures caused run shelters region used extreme heat,https://www.nytimes.com/2020/01/01/world/asia/india-cold-pollution.html
44,2020-01-02,1,world,Head-Scarf Ban and Carbon Taxes: Austria Gets an Unlikely Government,months talks sebastian kurz conservatives progressive greens agreed coalition could harbinger rest europe,https://www.nytimes.com/2020/01/02/world/europe/austria-kurz-greens-coalition-government.html
45,2020-01-02,3,arts,What’s on TV Thursday: ‘Breakthrough’ and ‘Surviving R. Kelly Part II’,drama based miraculous missouri incident airs hbo lifetime airs follow much viewed r kelly documentary series,https://www.nytimes.com/2020/01/02/arts/television/whats-on-tv-thursday-surviving-r-kelly-part-ii.html
46,2020-01-02,1,world,Taiwan’s Top Military Official and 7 Others Die in Helicopter Crash,helicopter carrying military personnel event northeastern taiwan went wooded mountainside,https://www.nytimes.com/2020/01/02/world/asia/taiwan-military-chief-helicopter-crash.html
47,2020-01-02,3,arts,‘Surviving R. Kelly’ Night One Recap: Threats and New Abuse Details,new lifetime series examines criminal charges singer accusing changed lives women came forward,https://www.nytimes.com/2020/01/02/arts/television/surviving-r-kelly-2.html
48,2020-01-02,5,sports,How David Stern Navigated Race in the N.B.A.,stern known fierce negotiator considerate racial implications overseeing mostly black league though also faced criticism decisions,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-nba.html
49,2020-01-02,1,world,Flash Floods in Indonesia Leave Hundreds of Thousands Homeless,least 43 people killed intense rains strike jakarta country capital since record keeping began,https://www.nytimes.com/2020/01/02/world/asia/indonesia-jakarta-rain-floods.html
50,2020-01-02,0,opinion,Why Is America So Depressed?,coincidence politics mental health declined rapidly time,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html
51,2020-01-02,0,opinion,Hypersonic Missiles Are a Game Changer,existing defenses stop weapons everyone wants,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html
52,2020-01-02,0,opinion,An Old Battle Resumes at the Supreme Court,trump administration seeks undermine key protection unlawful detention,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html
53,2020-01-02,3,arts,What to See Right Now in New York Art Galleries,baroness watercolors jasper johns crosshatches survey abstract photography alice miceli radiographs chernobyl,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html
54,2020-01-02,2,politics,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",donations mr yang fourth quarter 2019 highest period put among top fund raisers democratic presidential field,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html
55,2020-01-02,4,business,Turkey Questions Pilots About Carlos Ghosn’s Escape From Japan,mr ghosn former nissan renault chief fled japan avoid trial arrived lebanon week,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html
56,2020-01-02,2,politics,"Bernie Sanders Raised $34.5 Million in the Fourth Quarter, Pacing the Field",mr sanders total largest three month haul disclosed candidate far democratic primary race,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html
57,2020-01-02,4,business,Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,owner steve mcqueen hero car figures price could approach 5 million least far 3 500 father paid 1974,https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html
58,2020-01-02,1,world,"Turkey, Flexing Its Muscles, Will Send Troops to Libya",new wrinkle battle oil rich country signal president erdogan turkey aims power broker volatile region,https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html
59,2020-01-02,4,business,How Did Carlos Ghosn Flee Japan?,emerging details suggest former nissan renault chairman owes arrival lebanon escape plan grand scale,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html
60,2020-01-02,3,arts,The 50 TV Shows You Need to Watch This Winter,kidding actually lot,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html
61,2020-01-02,5,sports,"Carmelo Anthony Scores, and Loses, at the Garden. Sound Familiar?",former knick 26 points 7 rebounds trail blazers fell,https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html
62,2020-01-02,2,politics,Julián Castro Ends Presidential Run: ‘It Simply Isn’t Our Time’,mr castro former housing secretary mayor san antonio latino candidate race championed progressive policies find footing polls,https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html
63,2020-01-02,1,world,‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,calling evacuations along southeastern coast officials said next days would among worst yet already catastrophic fire season,https://www.nytimes.com/2020/01/02/world/australia/fires.html
64,2020-01-02,0,opinion,Biden Is Smart to Talk About a Republican V.P.,believe hype,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html
65,2020-01-02,3,arts,"In the Swim of Digital Images, There’s Nothing Boring About Sculpture",bronze silver aluminum statue idea made solid two inventive shows new york reaffirm power art three dimensions,https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html
66,2020-01-02,1,world,Israeli Supreme Court Removes an Obstacle for Netanyahu,court asked consider whether prime ministerial candidate charged serious crimes form new government ruled petition premature,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html
67,2020-01-02,5,sports,N.H.L. Takeaways at the Season’s Midpoint,halfway mark season five head coaches fired st louis blues thriving reigning champions,https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html
68,2020-01-02,3,arts,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January",every month subscription streaming services add new batch titles libraries picks january,https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html
69,2020-01-02,0,opinion,"Compassion, Not Patriarchy, at A.A. Meetings",three readers rebut op ed article critical walking first meeting single bravest thing ever done one writes,https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html
70,2020-01-02,4,business,Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight,ten months chafed takeover network reboots producer five year deal apple tv plus,https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html
71,2020-01-02,2,politics,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,mr biden total far short haul senator bernie sanders announced earlier thursday improvement previous quarter,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html
72,2020-01-02,4,business,"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",fallen auto titan held early discussions movie producer audacious escape film villain japanese justice,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html
73,2020-01-02,0,opinion,"Joe Biden, Demand That You Testify",reader says speaking impeachment trial donald trump would show former vice president nothing hide also death publishing legend sonny mehta,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html
74,2020-01-02,4,business,‘Gut Feelings’ Are Driving the Markets,valuations high investors still willing hold visceral emotion driven president trump,https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html
75,2020-01-02,1,world,A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,party lost many working class voters last month election may turn unexpectedly london lawyer next leader early poll shows,https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html
76,2020-01-02,1,world,"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq",defense secretary mark esper issued warning american contractor killed iranian supported militia said game changed,https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html
77,2020-01-02,3,arts,"Suit Against Artforum Can Proceed, but Not Claims Naming Publisher",new york appeals court clears way former magazine employee claims retaliation metoo case,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html
78,2020-01-02,5,sports,Yankees’ Domingo German Suspended 81 Games for Domestic Violence,suspension includes 18 games german missed 2019 l b conducted investigation first 63 games 2020,https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html
79,2020-01-02,1,world,"As India Violence Gets Worse, Police Are Accused of Abusing Muslims",demonstrations citizenship law sweep india accounts emerging mistreatment harsh tactics police state officials,https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html
80,2020-01-02,3,arts,5 Comedy Shows to Catch in N.Y.C. This Weekend,guide stand improv variety shows happening weekend week ahead,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-comedy.html
81,2020-01-02,3,arts,8 Things to Do With Your Kids in N.Y.C. This Weekend,guide cultural events new york city children teenagers happening weekend week ahead,https://www.nytimes.com/2020/01/02/arts/nyc-this-weekend-childrens-events.html
82,2020-01-02,3,arts,5 Classical Music Concerts to See in N.Y.C. This Weekend,guide city best classical music opera happening weekend week ahead,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york-classical.html
83,2020-01-02,3,arts,6 Dance Performances to See in N.Y.C. This Weekend,guide dance performances happening weekend week ahead,https://www.nytimes.com/2020/01/02/arts/dance/nyc-this-weekend-dance.html
84,2020-01-02,3,arts,18 Art Exhibitions to View in N.Y.C. This Weekend,guide new art shows closing soon,https://www.nytimes.com/2020/01/02/arts/design/nyc-this-weekend-art-and-museums.html
85,2020-01-02,3,arts,"12 Pop, Rock and Jazz Concerts to Check Out in N.Y.C. This Weekend",guide pop rock shows best live jazz happening weekend week ahead,https://www.nytimes.com/2020/01/02/arts/music/concerts-new-york.html
86,2020-01-02,3,arts,Rachel Feinstein Unveils the Darker Side of Fantasyland,first museum retrospective artist fashion muse talks confecting fanciful works core steel,https://www.nytimes.com/2020/01/02/arts/design/rachel-feinstein-jewish-museum.html
87,2020-01-02,3,arts,How Much Watching Time Do You Have This Weekend?,critic recommendations including engaging new web series two returning favorites one earnest filthy,https://www.nytimes.com/2020/01/02/arts/television/anne-green-gables-netflix-brockmire.html
88,2020-01-02,1,world,Video Showing Sexual Assault by Mob in Egypt Draws Outrage,police said investigating video showed group men swarming around woman grabbing screamed,https://www.nytimes.com/2020/01/02/world/africa/egypt-video-assault.html
89,2020-01-02,0,opinion,So You Want to Convince a Climate Change Skeptic,strategies hard conversation,https://www.nytimes.com/2020/01/02/opinion/climate-change-deniers.html
90,2020-01-02,5,sports,Don Larsen Became an Unlikely Legend in 9 Perfect Innings,larsen singular accomplishment perfect game 1956 world series testament whims baseball gods,https://www.nytimes.com/2020/01/02/sports/baseball/don-larsen.html
91,2020-01-02,5,sports,Mario Balotelli’s Italian Homecoming,soccer star returned hometown last summer italy serie city changed,https://www.nytimes.com/2020/01/02/sports/soccer/mario-balotelli-brescia.html
92,2020-01-02,5,sports,Many Felt David Stern’s Wrath. He’ll Be Missed Anyway.,stern built rapport many people around despite dictatorial management style probably fly today,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-marc-stein.html
93,2020-01-02,3,arts,Things to Do in N.Y.C. This January,kick 2020 compiled month worth free family friendly otherwise noteworthy cultural events,https://www.nytimes.com/2020/01/02/arts/things-to-do-in-nyc-this-january.html
94,2020-01-02,0,opinion,A Ridiculously Optimistic History of the Next Decade,fantasy could come true,https://www.nytimes.com/2020/01/02/opinion/2020s-decade.html
95,2020-01-02,0,opinion,Apocalypse Becomes the New Normal,already early stages climate crisis,https://www.nytimes.com/2020/01/02/opinion/climate-change-australia.html
96,2020-01-02,2,politics,The Only Safe Bet in 2020,brace political hurricane make landfall,https://www.nytimes.com/2020/01/02/us/politics/on-politics-2020-prediction.html
97,2020-01-03,2,politics,More Than 200 Republicans Urge Supreme Court to Weigh Overturning Roe v. Wade,two house democrats joined signing legal brief case certain inject divisive politics abortion 2020 presidential race,https://www.nytimes.com/2020/01/02/us/politics/republicans-abortion-supreme-court.html
98,2020-01-03,2,politics,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,fund raising numbers fourth quarter 2019 show unusually high number viable campaigns waiting winner president trump huge war chest,https://www.nytimes.com/2020/01/02/us/politics/q4-democratic-trump-fundraising.html
99,2020-01-03,0,opinion,Why Are You Publicly Sharing Your Child’s DNA Information?,uploading children genetic information public websites parents forever exposing personal health data,https://www.nytimes.com/2020/01/02/opinion/dna-test-privacy-children.html
100,2020-01-03,1,world,"U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces",suleimani planning attacks americans across region leading airstrike baghdad pentagon statement said iran supreme leader called vengeance,https://www.nytimes.com/2020/01/02/world/middleeast/qassem-soleimani-iraq-iran-attack.html
101,2020-01-03,0,opinion,Julián Castro Is Worth More Out of the Presidential Race Than He Was in It,remaining candidates emulate fighting words try win side,https://www.nytimes.com/2020/01/02/opinion/julian-castro-2020.html
102,2020-01-03,2,politics,Biden Warns About Disinformation After Misleading Video,day deceptively edited video spread social media joseph r biden jr cautioned democratic nominee would vulnerable false information general election,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-culture-video.html
103,2020-01-03,1,world,Killing of Iranian Commander Is Met With Criticism and Tough Talk,mixed reaction news maj gen qassim suleimani died targeted strike united states baghdad international airport,https://www.nytimes.com/2020/01/02/world/trump-qassim-suleimani-twitter.html
104,2020-01-03,2,politics,U.S. Strike on Iranian General Divides Congress,killing powerful commander islamic revolutionary guards corps certain reignite debate presidential war powers,https://www.nytimes.com/2020/01/02/us/politics/us-iran-war.html
105,2020-01-03,1,world,Maps: How the Confrontation Between the U.S. and Iran Escalated,situation developed last two weeks,https://www.nytimes.com/interactive/2020/01/03/world/middleeast/iraq-embassy-baghdad-airport-attack.html
106,2020-01-03,3,arts,What’s on TV Friday: An Ilana Glazer Stand-Up Special and ‘Little Women’,ilana glazer planet burning hits amazon 1994 adaptation little women airs showtime showcase,https://www.nytimes.com/2020/01/03/arts/television/whats-on-tv-friday-an-ilana-glazer-stand-up-special-and-little-women.html
107,2020-01-03,1,world,Bracing for an Even Worse Weekend of Australia Fires,friday officials state new south wales drastically expanded estimate amount land risk,https://www.nytimes.com/2020/01/03/world/australia/fires-latest.html
108,2020-01-03,4,business,"Oil Prices Jump, and Stocks Slide, After U.S. Kills Iranian General",analysts warned airstrike iranian commander raised prospect volatility iran iraq two major oil producers,https://www.nytimes.com/2020/01/03/business/iran-oil.html
109,2020-01-03,0,opinion,Australia Is Committing Climate Suicide,record fires rage country leaders seem intent sending doom,https://www.nytimes.com/2020/01/03/opinion/australia-fires-climate-change.html
110,2020-01-03,4,business,Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,details former auto executive escape emerged japanese news media said cameras showed leaving tokyo home alone,https://www.nytimes.com/2020/01/03/business/carlos-ghosn-cameras.html
111,2020-01-03,0,opinion,My Phones,one fifty billion green pings moving central park pentagon,https://www.nytimes.com/interactive/2020/01/03/opinion/matthew-zapruder-privacy-poem.html
112,2020-01-03,0,opinion,The Protest,carried mask around morning like keeping close would tell whether go,https://www.nytimes.com/interactive/2020/01/03/opinion/alex-berenson-privacy-protest.html
113,2020-01-03,0,opinion,The Countdown,uncertainty death would arrive make days like one easier difficult appreciate,https://www.nytimes.com/interactive/2020/01/03/opinion/amadou-diallo-the-countdown.html
114,2020-01-03,0,opinion,From the Analyst Sifting Through Our Digital Traces,surveillance song turns songs could singing,https://www.nytimes.com/interactive/2020/01/03/opinion/jennifer-kronovet-privacy-poem.html
115,2020-01-03,0,opinion,Confessions of a Dating Profile,boss demands persuasive appealing deep human need share seen know wrote,https://www.nytimes.com/interactive/2020/01/03/opinion/eric-kaplan-dating-profile.html
116,2020-01-03,0,opinion,Parent-Teacher Association,network told kids dot opportunity chance connect connect larger network,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-powell-parent-teacher-association.html
117,2020-01-03,0,opinion,"Alexa, Awake",scrolled photographs two kissing hand hand archaeology love pieced together binary code,https://www.nytimes.com/interactive/2020/01/03/opinion/brian-turner-alexa-poem.html
118,2020-01-03,0,opinion,Stealth,many apps downloaded parts bodies take tech unless need gizmo breathe,https://www.nytimes.com/interactive/2020/01/03/opinion/jillian-weise-stealth.html
119,2020-01-03,4,business,"He Mocks Saudi Arabia on YouTube. Yes, He Fears for His Safety.",ghanem al masarir satirist based london says officials saudi arabia behind threats life spyware infection phones,https://www.nytimes.com/2020/01/03/business/media/saudi-arabia-dissident-al-masrir.html
120,2020-01-03,4,business,Office Treats Bring Out the Worst of Humanity,free food disappears fast think strategically trust one,https://www.nytimes.com/2020/01/03/business/work-friend-office-cupcakes.html
121,2020-01-03,0,opinion,Bolsonaro Doesn’t Deserve the Nickname ‘Trump of the Tropics.’ (Not Even That!),current political climate humor course thing affected government,https://www.nytimes.com/2020/01/03/opinion/bolsonaro-duvivier-brazil.html
122,2020-01-03,0,opinion,How ‘The Irishman’ Maligns My Stepfather,half life watched portrayed someone,https://www.nytimes.com/2020/01/03/opinion/the-irishman-movie-chuckie-obrien.html
123,2020-01-03,0,opinion,Trump’s Ground Game Against Iran,assassination qassim suleimani seismic event middle east,https://www.nytimes.com/2020/01/03/opinion/trump-iran-suleimani-assassination-baghdad.html
124,2020-01-03,0,opinion,The Case for a One-Term Joe,quickest way get president stacey abrams president pete buttigieg first elect president biden,https://www.nytimes.com/2020/01/03/opinion/joe-biden-age.html
125,2020-01-03,4,business,"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",violence escalates chinese government exerts greater control financial hub residents wrestle options,https://www.nytimes.com/2020/01/03/business/hong-kong-protests-future.html
126,2020-01-03,5,sports,The Sages of College Basketball: Older Coaches Helping Glory Day Hires,juwan howard patrick ewing aaron mckie big players college n b coaches help assistants hired coaching experience,https://www.nytimes.com/2020/01/03/sports/ncaabasketball/college-basketball-assistant-coaches.html
127,2020-01-03,0,opinion,"How to Be Healthy, in Just 48 Words",forget fad diets fitness gimmicks stick basics,https://www.nytimes.com/2020/01/03/opinion/simple-health-advice.html
128,2020-01-03,2,politics,Pete Buttigieg and the One Percent,wealthy liability 2020 help get elected,https://www.nytimes.com/2020/01/03/us/politics/pete-buttigieg-celebrity-donors.html
129,2020-01-03,0,opinion,Unrequited Love Song for the Panopticon,listened asked advice hummed shower always listening,https://www.nytimes.com/interactive/2020/01/03/opinion/franny-choi-privacy-poem.html
130,2020-01-03,0,opinion,An Empty Street in Daylight,stare parents stare windows disbelief happened everyone,https://www.nytimes.com/interactive/2020/01/03/opinion/ilya-kaminsky-privacy-poem.html
131,2020-01-03,0,opinion,A Charm Against All That,oz place everything watched nothing canceled,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-baran-privacy-poem.html
132,2020-01-03,0,opinion,Tell Me Everything,1984 aunt nettie big brother indeed called big mother,https://www.nytimes.com/interactive/2020/01/03/opinion/gish-jen-privacy-surveillance.html
133,2020-01-03,0,opinion,I Needed the Discounts,never intended sign skeptical anyone ötzi tracking suit needed discounts,https://www.nytimes.com/interactive/2020/01/03/opinion/connor-willumsen-privacy-comic.html
